    Object      Image   Exp_time               RA              DEC             time       filter
480 1775272p 387 20.0074416668 13.3076312912 57041.2631838 r.MP9601
480 1775281p 387 20.0206851876 13.307120205 57041.3091815 r.MP9601
480 1778896p 287 22.7156193394 13.291225637 57050.2555963 r.MP9601
31529 1636120p 287 215.726799879 -11.8195329724 56479.2741091 r.MP9601
31529 1636323p 287 215.743099002 -11.9417602425 56480.3007834 r.MP9601
31529 1645483p 287 218.394468798 -15.548172315 56508.2676585 r.MP9601
37860 1646432p 287 24.4421715898 12.8833792934 56513.4990909 r.MP9601
37860 1646443p 287 24.4479068872 12.8811840796 56513.5425127 r.MP9601
49336 1716497p 287 230.522496525 -10.4887708671 56806.3664643 r.MP9601
49336 1716507p 287 230.515164324 -10.4829871147 56806.4053104 r.MP9601
49336 1716517p 287 230.507834009 -10.4772048496 56806.4441465 r.MP9601
49336 1716736p 287 230.31481975 -10.3249150392 56807.4740641 r.MP9601
56111 1646366p 287 245.004004528 -12.1884696829 56513.2740149 r.MP9601
70443 1698082p 287 211.528156824 -10.8149796836 56742.5108342 r.MP9601
84722 1752344p 287 13.2273154072 3.05089495481 56957.2777755 r.MP9601
87715 1657924p 287 14.8519473776 3.20662362422 56571.3878426 r.MP9601
87715 1657925p 287 14.8503983856 3.20676437433 56571.3931763 r.MP9601
87715 1657940p 287 14.8330551358 3.20834027939 56571.4528948 r.MP9601
87715 1657943p 287 14.8290606583 3.20870324004 56571.4666491 r.MP9601
87715 1657945p 287 14.8263556152 3.20894903544 56571.4759634 r.MP9601
87715 1658279p 287 13.9478381765 3.2894518123 56574.5002707 r.MP9601
92901 1667562p 287 21.7077301773 13.9707961578 56595.4077822 r.MP9601
92901 1667589p 287 21.6847962598 13.973788488 56595.4864128 r.MP9601
103055 1728595p 287 228.479057818 -12.5424780313 56857.289994 r.MP9601
103055 1728599p 287 228.480444833 -12.5417957455 56857.3061534 r.MP9601
103196 1728417p 287 214.236166386 -13.935942713 56856.3012217 r.MP9601
110469 1752347p 287 10.9275522283 2.31826378104 56957.2894166 r.MP9601
114720 1657926p 287 14.6174401161 4.21770220269 56571.3971361 r.MP9601
114720 1657944p 287 14.5953758599 4.21964844628 56571.4708885 r.MP9601
114720 1657946p 287 14.5926735099 4.21988681513 56571.4799214 r.MP9601
114720 1658280p 287 13.6858386397 4.30011063944 56574.504149 r.MP9601
114720 1658281p 287 13.6844444444 4.3002345679 56574.5087963 r.MP9601
142896 1617719p 287 239.513890241 -10.9973388894 56399.4794975 r.MP9601
142896 1617942p 287 239.122587875 -11.1144734172 56401.5817946 r.MP9601
153681 1757095p 387 19.7372258339 10.9947360354 56980.2434352 r.MP9601
158071 1681671p 287 23.447409883 13.3112669014 56655.2674739 r.MP9601
158071 1681672p 287 23.447684362 13.311831003 56655.272017 r.MP9601
158071 1681673p 287 23.447967964 13.3124138539 56655.2767111 r.MP9601
158071 1681857p 387 23.5167669902 13.4489930115 56656.3741663 r.MP9601
158071 1681949p 287 23.7340084793 13.8125585102 56659.2493737 r.MP9601
158071 1681961p 287 23.7380658949 13.818595631 56659.2964162 r.MP9601
158071 1681962p 387 23.7386223974 13.8194236638 56659.3028684 r.MP9601
158071 1682230p 287 23.8194031534 13.9377288778 56660.2232773 r.MP9601
158071 1682240p 287 23.8233258677 13.943206542 56660.2656851 r.MP9601
225002 1645235p 287 14.8828310293 3.85613203171 56506.5046741 r.MP9601
225002 1645246p 287 14.8839528508 3.86140281238 56506.5474102 r.MP9601
225002 1646581p 287 14.8486971026 4.92043731656 56515.5075537 r.MP9601
246311 1704645p 387 211.246434392 -11.0547845296 56776.3302311 r.MP9601
246311 1704646p 387 211.2454582 -11.0537810457 56776.3352695 r.MP9601
246311 1704653p 387 211.238608059 -11.0467393956 56776.3706251 r.MP9601
246311 1704654p 387 211.237631951 -11.0457359988 56776.375663 r.MP9601
246311 1704661p 387 211.230789872 -11.0387026352 56776.410977 r.MP9601
246311 1704662p 387 211.229813765 -11.0376992397 56776.416015 r.MP9601
258278 1769001p 287 12.4026710349 1.86521432827 57008.3312335 r.MP9601
259941 1607618p 287 214.782224833 -14.2362394174 56331.5835685 r.MP9601
259941 1607632p 287 214.792424214 -14.2333482542 56331.6478166 r.MP9601
259941 1607633p 287 214.793082696 -14.2331615979 56331.6519645 r.MP9601
259941 1607634p 287 214.793736857 -14.2329761664 56331.6560852 r.MP9601
259941 1607635p 287 214.794352635 -14.2328016151 56331.6599641 r.MP9601
259941 1607636p 287 214.794968475 -14.2326270466 56331.6638434 r.MP9601
272684 1651061p 287 11.1579013123 3.95651871874 56535.5688081 r.MP9601
272684 1651171p 287 11.0801694617 3.79031538006 56536.454347 r.MP9601
272684 1651181p 287 11.076648949 3.78293906768 56536.4932835 r.MP9601
272684 1651183p 287 11.075838805 3.78124162324 56536.5022436 r.MP9601
294176 1692655p 387 237.815426512 -13.08983088 56722.5609732 r.MP9601
305079 1692346p 387 245.269157636 -13.6953044929 56716.5778752 r.MP9601
311643 1607612p 287 212.41975484 -12.7058591353 56331.5602852 r.MP9601
311643 1607623p 287 212.423313439 -12.7119670814 56331.607471 r.MP9601
311676 1615943p 287 216.986538349 -13.3646120046 56386.562711 r.MP9601
322807 1729253p 287 23.8023469757 13.4253597693 56863.5049477 r.MP9601
322807 1729263p 287 23.807743708 13.4326208273 56863.5441967 r.MP9601
322807 1729273p 287 23.81349184 13.4403546777 56863.5860013 r.MP9601
322816 1722740p 287 18.2345642341 7.44867921314 56835.6133812 r.MP9601
323896 1722733p 287 16.996178227 5.63459663081 56835.5861562 r.MP9601
323896 1722899p 287 17.2817175017 5.6548881524 56836.6028601 r.MP9601
