Object	Image	Exp_time	RA	DEC	time	filter
180060	1616943p	287	242.738499442	-14.0888281859	56392.6092655	r.MP9601
180060	1617914p	287	241.68775558	-14.0720328987	56401.4681565	r.MP9601
180060	1617927p	287	241.680067271	-14.0718860351	56401.5210274	r.MP9601
180063	1626157p	287	212.26554787	-11.1668576188	56423.4458285	r.MP9601
180063	1626293p	287	212.061430088	-11.171507652	56424.4435551	r.MP9601
180374	1671902p	387	23.6186284902	13.4900511318	56625.254395	r.MP9601
180374	1672604p	287	23.173613161	13.5061997935	56631.2715594	r.MP9601
180374	1672605p	387	23.1733698752	13.5062568605	56631.2769657	r.MP9601
180374	1672606p	387	23.1730553901	13.5063306287	56631.2839543	r.MP9601
180393	1645238p	287	15.6301455446	5.12968169847	56506.5163146	r.MP9601
180393	1645249p	287	15.6327095739	5.13066695047	56506.5590485	r.MP9601
180393	1650811p	287	14.9136221263	4.82298799878	56534.431777	r.MP9601
180393	1651028p	287	14.7960748938	4.77599549415	56535.4359319	r.MP9601
180393	1651039p	287	14.7908745975	4.77392733034	56535.4789688	r.MP9601
180393	1651672p	287	14.2715445346	4.56769822117	56539.4043029	r.MP9601
180393	1651683p	287	14.2653607708	4.5652508526	56539.4470725	r.MP9601
180468	1645760p	287	11.4277141449	2.50957894238	56509.5009298	r.MP9601
180468	1645773p	287	11.4280468902	2.5093275348	56509.5541691	r.MP9601
180468	1646268p	287	11.4188323963	2.48473851583	56512.4759396	r.MP9601
180468	1646278p	287	11.4183633412	2.48426406929	56512.514758	r.MP9601
180502	1667913p	387	24.5401034117	13.6245655147	56597.5104578	r.MP9601
180502	1671668p	387	20.2728998639	11.9237655163	56623.3562943	r.MP9601
180502	1672400p	287	19.8340460301	11.6887278145	56630.35483	r.MP9601
180502	1681683p	387	20.85766788	11.8157209829	56655.2917667	r.MP9601
180502	1681951p	287	21.354460474	11.9646880073	56659.2574624	r.MP9601
180502	1681967p	387	21.3642160028	11.9676729816	56659.3286274	r.MP9601
180502	1681968p	387	21.3651499621	11.9679587523	56659.3354405	r.MP9601
180502	1681969p	387	21.3659428175	11.9682013484	56659.3412242	r.MP9601
180502	1681970p	387	21.3667337612	11.9684433595	56659.346994	r.MP9601
180502	1682225p	287	21.485126782	12.0047794736	56660.2038361	r.MP9601
180502	1682235p	287	21.4911360887	12.0066411804	56660.2462547	r.MP9601
180502	1682246p	287	21.4981499789	12.0088141111	56660.2957646	r.MP9601
180502	1682247p	387	21.4990760111	12.0091009995	56660.3023013	r.MP9601
180502	1682248p	387	21.4999092533	12.0093591412	56660.308183	r.MP9601
180644	1729254p	287	24.214251687	14.8693195893	56863.508911	r.MP9601
180644	1729264p	287	24.223789484	14.8712140832	56863.5481075	r.MP9601
180644	1729274p	287	24.2340039959	14.8732429931	56863.5900849	r.MP9601
180644	1729479p	287	24.4559236904	14.9164279137	56864.5099424	r.MP9601
180644	1729490p	287	24.4663033063	14.9184135794	56864.553266	r.MP9601
180644	1729501p	287	24.4766620653	14.920395255	56864.5965025	r.MP9601
180758	1722368p	287	15.9956193072	3.83349443381	56833.6085575	r.MP9601
