    Object      Image   Exp_time               RA              DEC             time       filter
109498 1778500p 387 213.428819368 -12.1362300578 57048.6531132 r.MP9601
219086 1635447p 287 242.077857062 -12.4750159524 56475.3927316 r.MP9601
219086 1635790p 287 241.850764211 -12.3820032897 56477.3837774 r.MP9601
219086 1635790p 287 241.850764211 -12.3820032897 56477.3837774 r.MP9601
219086 1645178p 287 240.814973016 -11.7859854666 56506.31846 r.MP9601
219086 1645704p 287 240.95266326 -11.7974398222 56509.3083345 r.MP9601
226430 1735064p 287 23.6707447514 12.0304588424 56892.540888 r.MP9601
226430 1735076p 287 23.6739869009 12.0265265968 56892.5877624 r.MP9601
268640 1645758p 287 12.2755135952 3.99918609746 56509.4931443 r.MP9601
268640 1645770p 287 12.2763010054 3.99610375672 56509.5416003 r.MP9601
268640 1645771p 287 12.2763778506 3.99580294393 56509.5463293 r.MP9601
268640 1646266p 287 12.3018352187 3.79852195702 56512.4681749 r.MP9601
268640 1646276p 287 12.3018837482 3.79575037881 56512.5069986 r.MP9601
268640 1651059p 287 11.0365402693 1.49848400992 56535.5610168 r.MP9601
268640 1651169p 287 10.9392983616 1.38692002794 56536.4465818 r.MP9601
