    Object      Image   Exp_time               RA              DEC             time       filter
48173 1698695p 287 218.975468449 -15.0911019285 56751.4508594 r.MP9601
48173 1698705p 287 218.969177288 -15.0887448178 56751.4906979 r.MP9601
48173 1698860p 387 218.794299263 -15.0233430609 56752.5797488 r.MP9601
88618 1722365p 287 12.953013958 2.34646958933 56833.5966782 r.MP9601
88618 1722509p 287 13.1948088456 2.43724457005 56834.5838312 r.MP9601
88618 1774681p 387 14.3611758086 4.71395608393 57039.2793592 r.MP9601
112786 1716263p 287 211.324020735 -12.807709367 56805.3699702 r.MP9601
176282 1635600p 287 250.967891543 -18.3524460169 56476.398113 r.MP9601
176282 1635792p 287 250.80742325 -18.3519444444 56477.39259 r.MP9601
176282 1636008p 287 250.66072858 -18.3522205178 56478.331288 r.MP9601
176282 1636037p 287 250.65254421 -18.3522652411 56478.384956 r.MP9601
176282 1636039p 287 250.650954245 -18.3522739294 56478.395382 r.MP9601
176282 1774672p 387 10.7098071694 1.82511808228 57039.233382 r.MP9601
182714 1756820p 387 46.3497230703 15.7632139993 56978.2764489 r.MP9601
182714 1756842p 387 46.3250426772 15.7553041975 56978.3851332 r.MP9601
182714 1756867p 387 46.2991922931 15.7470194261 56978.4989697 r.MP9601
182714 1757103p 500 45.8957933103 15.6180074719 56980.2874926 r.MP9601
182714 1757798p 500 44.996705373 15.3299839286 56984.4100732 r.MP9601
184308 1691672p 287 213.006945559 -13.4676548027 56712.5623421 r.MP9601
184308 1691905p 287 213.050080925 -13.4753607098 56713.5319422 r.MP9601
184308 1692179p 287 213.123064082 -13.484761797 56715.6428086 r.MP9601
