    Object      Image   Exp_time               RA              DEC             time       filter
96060 1645483p 287 219.028330323 -15.4544103791 56508.2676585 r.MP9601
96060 1646183p 287 219.714025669 -15.5503523992 56512.2736316 r.MP9601
96060 1646184p 287 219.714725611 -15.5504565768 56512.2775383 r.MP9601
359884 1691929p 387 241.268553519 -13.451574761 56713.6403834 r.MP9601
359884 1691930p 387 241.269440646 -13.4517089336 56713.646739 r.MP9601
359884 1692663p 387 242.333126834 -13.6055171253 56722.6012844 r.MP9601
359884 1692837p 387 242.426493623 -13.6181924641 56723.575932 r.MP9601
359884 1704863p 287 239.899952828 -13.5165325882 56777.4838338 r.MP9601
359884 1704876p 287 239.890763147 -13.516072385 56777.5356067 r.MP9601
359884 1705716p 287 238.971569046 -13.4752653892 56782.5015928 r.MP9601
359884 1705894p 287 238.793425898 -13.4682125852 56783.4235072 r.MP9601
359884 1705896p 287 238.79033542 -13.4680934661 56783.4393897 r.MP9601
359884 1705909p 287 238.780441807 -13.4677121277 56783.4902348 r.MP9601
359884 1705924p 287 238.765639917 -13.4671416052 56783.5663045 r.MP9601
359884 1716713p 287 233.872357342 -13.421546179 56807.3893747 r.MP9601
359884 1716967p 287 233.66743494 -13.4283688296 56808.4279918 r.MP9601
359884 1717104p 287 233.49415826 -13.4350469445 56809.3161724 r.MP9601
359884 1717115p 287 233.48578108 -13.435395243 56809.3594095 r.MP9601
359884 1717126p 287 233.477462764 -13.4357410942 56809.4023427 r.MP9601
363664 1626167p 287 216.794096715 -14.2111855451 56423.4861798 r.MP9601
363664 1626303p 287 216.618876981 -14.1152676761 56424.4884778 r.MP9601
363664 1631127p 287 213.102563213 -11.9744360896 56451.3030292 r.MP9601
363664 1631350p 287 212.831759827 -11.7546573639 56455.3512972 r.MP9601
363664 1631361p 287 212.829244624 -11.7524380665 56455.3956831 r.MP9601
363664 1635774p 287 212.744537611 -11.1372398246 56477.3153014 r.MP9601
363664 1636132p 287 212.850514975 -11.1281708581 56479.3231139 r.MP9601
