Object	Image	Exp_time	RA	DEC	time	filter
9166	1722435p	287	210.869336728	-11.095545805	56834.3054061	r.MP9601
9178	1645757p	287	12.284366712	3.30413557367	56509.4892643	r.MP9601
9178	1645769p	287	12.2862846921	3.30490276575	56509.5377185	r.MP9601
9178	1646266p	287	12.3772006024	3.34179160344	56512.4681749	r.MP9601
9178	1646276p	287	12.3780741348	3.34214748703	56512.5069986	r.MP9601
9178	1651060p	287	11.3513727747	2.95213783393	56535.5649258	r.MP9601
9178	1651170p	287	11.2511546435	2.91399341722	56536.4504635	r.MP9601
9178	1651180p	287	11.2466440228	2.91227354028	56536.4894041	r.MP9601
9178	1651182p	287	11.2456157962	2.91188148264	56536.4982809	r.MP9601
9178	1651847p	287	10.7497537628	2.72334189578	56540.4299418	r.MP9601
9178	1651857p	287	10.7444586877	2.72133397741	56540.4688047	r.MP9601
9346	1774672p	387	11.1375754558	1.5932966967	57039.233382	r.MP9601
9357	1631352p	287	213.731950765	-13.8429476613	56455.359504	r.MP9601
9357	1631363p	287	213.728864836	-13.8416509478	56455.4043903	r.MP9601
9357	1635775p	287	213.507097713	-13.6523358464	56477.319263	r.MP9601
9357	1636133p	287	213.612410983	-13.6787945702	56479.3270454	r.MP9601
9357	1645171p	287	216.833826413	-14.6383532459	56506.2905269	r.MP9601
9357	1645958p	287	217.755437119	-14.9176533749	56511.2714724	r.MP9601
9420	1686686p	387	217.153131698	-15.2988675058	56689.647863	r.MP9601
9470	1715407p	287	244.73267676	-18.3685141275	56799.5062899	r.MP9601
9470	1715697p	287	244.328943285	-18.2941335403	56801.4788181	r.MP9601
9470	1715698p	287	244.32799373	-18.293959263	56801.4834313	r.MP9601
9470	1715699p	287	244.326625549	-18.293708153	56801.4900783	r.MP9601
9484	1626157p	287	212.213731773	-10.7506032733	56423.4458285	r.MP9601
9484	1626293p	287	212.034649337	-10.6964982949	56424.4435551	r.MP9601
9500	1607615p	287	213.906859204	-13.5474132998	56331.5719268	r.MP9601
9500	1607628p	287	213.915634608	-13.546537412	56331.6314211	r.MP9601
9500	1607629p	287	213.916324186	-13.546468584	56331.6360962	r.MP9601
9500	1611931p	287	215.657814735	-12.1354025135	56358.5415673	r.MP9601
9500	1611944p	287	215.656530866	-12.1302353366	56358.5986282	r.MP9601
9534	1631611p	287	210.426782853	-12.8143442845	56456.2616294	r.MP9601
9534	1631621p	287	210.424288164	-12.8135127215	56456.3020838	r.MP9601
9534	1635766p	287	210.127817918	-12.7286933241	56477.2828929	r.MP9601
9534	1636124p	287	210.204793848	-12.7575391768	56479.290526	r.MP9601
9534	1645691p	287	213.312941291	-13.8596004787	56509.2553622	r.MP9601
9549	1635773p	287	212.843045381	-12.5813898039	56477.3114214	r.MP9601
9549	1636134p	287	213.147261369	-12.5513250789	56479.3309236	r.MP9601
9549	1645488p	287	219.583645259	-13.1048573066	56508.287888	r.MP9601
9616	1646438p	287	26.0573250957	13.9745781247	56513.5231105	r.MP9601
9616	1646449p	287	26.0631585884	13.976107638	56513.5657945	r.MP9601
9616	1671922p	287	14.828585449	5.57539006351	56625.3210155	r.MP9601
9616	1671923p	287	14.8285998182	5.57517165217	56625.3279127	r.MP9601
9616	1672379p	287	14.9150238891	5.45578035722	56630.2712628	r.MP9601
9616	1672392p	287	14.9168719689	5.45496865158	56630.3234438	r.MP9601
9633	1722361p	287	14.7980127698	5.54815324394	56833.5810826	r.MP9601
9633	1722508p	287	15.0464537463	5.60672474706	56834.5799478	r.MP9601
