eccentricity	inclination	objectname	occurance	semimajor_axis
0.1694345	1.40183526527	315467	4	2.4063859
0.1595059	3.09881149488	100950	3	2.3866273
0.1425721	0.942191343419	51101	12	3.2234764
0.1559298	1.62938499591	10463	9	3.1164014
0.131265	9.05896818682	257864	4	2.7976516
0.1530509	3.4260944594	122974	1	2.565292
0.1431089	2.64749710862	141840	4	2.3236416
0.1924946	4.28936314683	309428	1	2.5688757
0.1581039	1.59028238088	293068	11	2.3678277
0.1516636	1.35241483869	14167	5	3.0948225
0.0641892	2.21466662247	146646	1	2.6910674
0.0486793	0.660285448429	300063	5	2.7783535
0.1532424	1.57382075799	87372	1	2.4017252
0.1639758	1.59815786939	335734	1	2.4489954
0.1347611	5.06293309705	138186	5	2.7221931
0.0626922	9.23371336141	45301	5	3.1225048
0.0446583	5.30781494663	48550	2	2.7343412
0.2012023	8.59503143006	83867	2	3.9664558
0.1649987	1.16931614154	10397	8	3.0961273
0.1643097	1.59204203982	260087	11	2.4533415
0.1470683	1.12320099828	133753	5	3.1405435
0.1783256	2.38758154845	117524	6	2.3431226
0.1283079	9.21417495795	16938	2	2.7671024
0.1222881	5.78432421784	133754	1	3.1899078
0.0559618	2.06811049494	42152	5	2.9403943
0.0858511	4.86926244631	323847	2	2.7239427
0.12367	5.29558152883	295519	10	3.1254213
0.0519183	2.04845108801	179191	3	2.837059
0.1868497	2.15307475796	29371	5	2.3391914
0.0675639	1.94287686068	40887	3	2.9357096
0.092655	10.0059240427	223836	5	2.9979772
0.0923287	6.48113685785	49791	2	2.316647
0.1305535	4.99873797198	121773	7	3.2026683
0.1755974	2.10705736733	376432	9	2.3758423
0.0878881	4.93235229986	302748	7	2.7227681
0.1871586	2.30271270617	211947	2	2.3189884
0.2231089	26.6859170592	364548	3	3.2057932
0.0728025	3.76786146739	176212	6	2.7766635
0.0651388	10.9211962429	364541	4	3.1452108
0.0444877	5.2853392486	30628	3	2.7432676
0.0967463	6.41458508947	365148	2	2.3396727
0.0503127	4.30783570395	365639	3	2.7611457
0.1349094	5.12895241759	347383	1	2.7128048
0.1718324	2.51530762631	365143	2	2.3860297
0.1637078	1.51567305493	365140	1	2.3746369
0.1729342	2.53869558888	365145	3	2.4011206
0.0854995	16.5661890703	187732	4	3.1742376
0.1424231	5.20211258779	267888	3	3.1792902
0.171167	1.30833104087	335505	1	2.4353594
0.0458813	2.09925415528	7661	5	2.8790183
0.0966739	15.3496384865	307869	3	2.5675018
0.1618893	1.59835275085	26810	4	2.4178984
0.1909997	2.2301882652	323055	8	2.3516766
0.0832738	9.6735254791	157719	1	3.044265
0.054478	2.04035003789	157246	9	2.8973193
0.1399614	2.62285678516	40553	7	2.3851186
0.0851535	10.3173766906	24554	5	3.0710989
0.1128297	6.74438061812	24558	2	2.3190762
0.1462184	5.56679426761	187082	1	2.2984422
0.1532471	1.54883051991	319483	4	2.4114267
0.0932251	6.72857820684	212798	5	2.3320622
0.2048124	5.22307787293	319484	3	2.3913168
0.1050919	6.55297442123	353448	1	2.3763996
0.1299385	5.54837302662	11115	3	3.0997918
0.0915621	7.09225289852	72133	2	2.3315654
0.0483559	4.51370192575	91470	7	2.7770059
0.1657628	1.44970352172	13841	4	2.3941787
0.1395738	1.01612515928	230670	4	3.0990487
0.1669586	1.79768072263	258004	6	2.4081308
0.1678006	1.38146060585	316280	3	2.3869365
0.1024473	6.44453288091	299512	1	2.359289
0.1581789	1.40088960207	316288	1	2.446834
0.1095321	5.10214581081	355695	2	3.1456046
0.1333638	4.74315790648	355693	3	3.1429002
0.0499777	2.0819909052	225640	10	2.8649001
0.0721576	3.64996336344	145774	5	2.7821092
0.1574038	1.85723560071	96082	3	3.0989841
0.1680601	3.53981319478	89392	9	2.572995
0.1638316	1.20369525147	230715	1	3.1567763
0.0481054	4.64874410652	217450	1	2.7759049
0.1884273	2.07534595176	155652	4	2.3071718
0.1853477	2.13475593341	379854	1	2.3347345
0.1631896	2.57134080043	362437	5	2.4217877
0.1507662	1.56626633814	318285	5	2.4067216
0.1325071	5.48175624574	22241	1	3.0815553
0.0545589	9.29411745536	276267	14	3.117422
0.1673096	3.43690837286	382373	5	2.7393129
0.0840628	6.99789627052	74030	2	2.2957176
0.0569461	1.90040826279	97136	16	2.8386704
0.0510231	2.07851075785	91555	2	2.8383275
0.1539725	3.46587809752	6776	2	2.577685
0.1331477	5.005472958	308290	5	2.7085387
0.1877844	2.25800951452	177663	7	2.432868
0.1829781	2.30139383886	177661	1	2.3658207
0.0513421	2.09974149655	191331	2	2.8544495
0.2114951	26.8742262369	117507	4	3.1737939
0.1631446	3.90466376503	51820	1	2.5952612
0.2150379	5.10807653207	247663	1	2.5649666
0.0731204	2.46309054661	182438	8	2.6469807
0.1492722	5.53748173864	158363	8	2.2972325
0.2039252	2.53613195396	245805	2	2.3508726
0.0942108	10.5718556955	293443	1	3.0116678
0.086561	21.4377166252	124112	3	1.8982594
0.1748557	13.3723894049	9500	5	2.5948156
0.1514881	1.45807139942	219322	1	2.3948311
0.1521356	1.33968593352	150625	2	3.1621384
0.1505213	12.4769010525	342043	1	2.5647293
0.0374455	2.15962830632	324187	3	2.9085703
0.0799262	4.26734030537	365993	2	2.8151847
0.104748	6.39422690118	313774	3	2.4092062
0.1517874	1.29406071192	2519	5	3.1476528
0.1721646	13.4116915816	43142	1	2.5906428
0.2082201	4.93882781555	162344	8	2.5999165
0.0383731	5.51480179324	218274	3	2.757381
0.1875784	2.3237057981	69191	11	2.4263294
0.0730397	10.7798705043	46511	5	2.9866154
0.1167778	5.72414689855	46519	7	3.1872893
0.0709085	9.57817204357	317701	6	3.0421455
0.1697622	17.9161239782	128144	3	3.2030017
0.1526292	1.34345702952	157012	4	3.1545614
0.0584239	15.8763013299	158776	3	3.1889821
0.1282525	5.4263352328	134091	1	3.1021158
0.1762103	2.24628346998	209167	3	2.6379175
0.1481484	0.960362339599	274295	5	3.1744705
0.1552669	2.12844329994	106396	1	2.4365848
0.0979064	10.5262393043	94176	1	3.029043
0.1503566	2.56877136501	204448	7	2.4405846
0.0814027	10.2181731586	199499	3	2.9938764
0.1684614	2.64566742163	53973	1	2.4383193
0.1136723	4.99919808838	319309	1	3.0986126
0.0460442	2.11035984062	199496	4	2.8705264
0.1731589	2.49674322795	269838	1	2.3805203
0.0709701	3.50988829343	374170	6	2.762118
0.0449646	2.19451223837	265375	3	2.8769018
0.1118814	6.5401251385	78396	4	3.207665
0.0974786	6.55010233562	364158	1	2.2934686
0.1579756	1.03896119983	364485	10	3.136282
0.1582833	13.8821551597	360817	4	2.5704206
0.1012289	6.72977822585	30437	2	2.3533844
0.1430309	1.39872317508	315162	8	3.1320188
0.0722533	9.63276684339	123949	7	3.0554087
0.1377989	5.45388681952	133327	11	3.1176332
0.1672573	1.37649162268	367289	16	2.3585871
0.1603756	1.39181125471	364733	4	2.4389764
0.115541	6.72455124161	364736	1	2.3242448
0.0888807	6.84766578745	33522	1	2.2766675
0.1656796	2.56796268217	20270	1	2.407556
0.1470445	12.588408537	27554	2	2.6901466
0.1418749	1.13869679574	27803	4	3.2080348
0.1087703	6.31872819994	316075	2	2.4660416
0.1487686	13.5170199448	72892	1	2.6658306
0.1936135	17.2500854934	156631	3	3.1170732
0.1271485	9.07001526319	129432	1	2.7754217
0.0723656	3.72103679917	323981	8	2.7696943
0.0906541	9.63549245607	156638	1	3.0988222
0.1317165	5.22795107879	295183	6	3.2077526
0.1656948	1.13845037523	216009	3	3.09143
0.0503177	2.14706019638	40948	5	2.9139834
0.1592277	1.33647649468	233199	5	2.4286776
0.0669351	2.18736222783	40943	2	2.938099
0.1178564	5.54995032283	23072	1	3.2210086
0.0949094	16.4151496261	15119	3	3.1057554
0.1868658	2.27142147319	196436	1	2.3809242
0.1548425	1.55742804538	161635	10	3.1140069
0.148153	2.70873296784	25899	2	2.4008036
0.1414022	3.15497048721	245295	1	2.3288942
0.0496806	10.0147327232	325669	3	2.9943123
0.1665785	1.30065714711	194462	5	2.367605
0.1498243	1.03942537199	355615	2	3.156692
0.16272	1.53819829495	174110	3	2.4300416
0.0843655	7.05687268461	174111	3	2.3605508
0.1648113	2.6571044436	171434	1	2.4572054
0.0985552	6.61960800486	66245	2	2.305045
0.1645855	1.60766696018	268872	2	2.4305701
0.1414003	8.72780456944	173366	1	2.5789746
0.086318	9.38252187547	34533	3	3.0565989
0.0767315	4.1589129583	12587	7	2.7633294
0.1642452	1.44922781454	50471	2	2.3925686
0.0669371	9.43640590204	154901	4	3.1031194
0.1191363	4.29547081992	26609	3	3.2224836
0.1625145	13.3155000596	89494	4	2.7291902
0.0477777	0.731704181823	375012	9	2.7691376
0.1403264	8.7265466873	214378	4	2.5712752
0.1344104	4.98182891837	103910	12	2.7190132
0.1221847	5.13906558842	249328	1	3.1884889
0.0662769	2.13069084676	154848	6	2.8754973
0.1813845	2.57007902346	317881	2	2.3752997
0.0727377	10.1764094653	199963	1	2.9869491
0.0743639	3.97698160619	327406	1	2.8091511
0.1373941	1.38409697945	13984	8	3.0910087
0.1640367	1.60401005325	154846	2	3.0818912
0.0647405	9.60138029529	299981	1	3.1742076
0.1347431	4.8840122073	218958	3	2.7159249
0.132517	4.88157401782	218955	3	2.751932
0.0860988	6.66213753507	312104	3	2.3666846
0.0157635	6.18830897169	261047	3	2.7338588
0.1749441	26.6090874266	157074	2	3.1369728
0.0610191	9.35656435847	155463	2	3.1649843
0.104621	6.51718987419	174802	2	2.4304281
0.1890837	16.7451733257	154594	1	3.0942508
0.164555	1.45663281002	228488	1	2.4378383
0.2265569	24.2829797789	4742	1	2.4104074
0.0911231	6.79666668314	43446	1	2.3495656
0.223674	24.0612309548	19761	1	2.3103582
0.0413163	2.28965023929	17605	9	2.8786478
0.1078551	4.89949836792	90641	2	3.2225107
0.1161127	6.42238034021	25387	3	2.4439277
0.1413835	13.4003178504	13517	6	2.5536826
0.1948777	16.8710018256	60251	5	3.1094968
0.182122	2.51922470791	220269	1	2.3647782
0.1737635	14.3600456585	51126	1	2.6176725
0.1455271	12.6454018056	51121	5	2.5446639
0.0888113	4.90582404725	229695	6	2.729442
0.0473305	0.664949636787	60782	8	2.7803001
0.1964574	2.39427379186	309403	9	2.3098273
0.1617179	1.6757966941	141863	13	2.4519506
0.1431964	13.4551711779	20712	2	2.6007061
0.0942565	10.2268595777	185656	5	3.0230711
0.1346486	9.22816401974	146664	8	2.7778099
0.1506779	1.3796781897	304602	1	3.0977306
0.1831337	2.36811286763	215176	4	2.6334244
0.1574162	13.5659529382	71538	4	2.5393386
0.0854286	1.95363176593	152851	2	2.9502651
0.0401443	5.205121558	233974	9	2.7213174
0.1397643	1.34220190726	6187	3	3.1422344
0.0349816	2.02200386126	384157	1	2.9145658
0.0754497	2.08110223422	328761	6	2.951647
0.0970599	6.40124926014	7946	8	2.369902
0.1658709	2.63536616217	380100	14	2.4049273
0.1363605	4.86655979615	298213	1	2.7411463
0.0612415	9.32423921523	392659	2	3.1652557
0.0628056	2.12359273811	157380	13	2.9300458
0.1053181	6.11483953217	391876	2	2.4141141
0.2312373	5.19711301135	329588	8	2.5862704
0.1534979	0.662331044011	6236	2	3.1445729
0.1709358	2.15512739737	236223	2	2.3381749
0.1612051	2.63033027684	36585	6	2.4426826
0.1467597	12.8267589981	123535	6	2.6996457
0.0489893	9.18780040759	295066	3	3.1649085
0.039998	2.1159385137	37361	1	2.8940073
0.1042469	15.1644814809	176235	3	2.600615
0.0437283	2.06402838174	223767	2	2.8641979
0.044426	2.15097051875	223761	3	2.8661993
0.1329793	5.12340117181	184924	16	3.1027331
0.0612736	2.2788643325	811	1	2.896927
0.1480816	5.70488573947	97650	5	3.1617015
0.1646629	13.1849070259	334130	4	2.5930229
0.046606	2.04869188418	331321	3	2.8613233
0.1077814	6.05203920626	71983	15	2.4256485
0.1495883	13.5462441604	317060	5	2.624328
0.2048413	4.7733594678	174581	3	2.3517141
0.1840176	2.27110036456	187717	1	2.3480888
0.1280001	1.22087064101	251857	8	3.0853543
0.0504036	0.709460200944	322441	3	2.7716538
0.1882399	1.35157235619	157229	5	3.2181226
0.0925496	6.99825994321	158908	8	2.3448802
0.185421	2.15297728632	169639	2	2.362399
0.1678644	1.25146224822	268262	18	2.4349041
0.0530414	2.14454888025	157227	11	2.704637
0.1513129	1.46336151896	263036	19	3.1739331
0.0636255	9.24835336215	388289	1	3.174135
0.142327	5.47437722546	14454	1	2.2829367
0.056153	2.01724535565	342669	1	2.6643068
0.0468665	2.16396868593	351898	3	2.8784097
0.0923529	6.33728477297	24571	4	2.4182238
0.1561406	1.37979281449	207654	7	2.445579
0.0484758	4.67990735507	262927	5	2.7772928
0.0654659	2.22183396585	30353	3	2.8294265
0.1715887	2.19443769919	59970	2	2.4010912
0.1357552	1.3576531378	284368	1	3.0966787
0.1924141	2.27689179901	8730	5	2.3661587
0.1797944	9.6337199336	287982	2	2.5887595
0.1348353	1.63633779725	178735	9	3.0901045
0.1923451	7.77047420822	145579	3	2.8073538
0.0516501	4.37177778539	263250	19	2.7873737
0.0473845	5.7661897308	50861	1	2.7388218
0.1895785	2.13697482162	160459	2	2.3694476
0.0482812	2.0929703332	5677	3	2.8349041
0.1605622	1.52217841174	337445	1	2.3722226
0.0907258	5.04851869484	148996	1	2.7337196
0.1438307	9.30297721015	160450	2	2.7586795
0.0529473	2.21104856071	148991	7	2.7325108
0.1453462	5.31068632489	311586	6	2.3042567
0.0686657	4.14247178317	38385	2	2.7778837
0.0666103	3.88087697337	311872	5	2.7597096
0.1945102	7.9130183972	143418	2	2.7635125
0.08615	7.01894934525	111976	2	2.3550634
0.0486358	4.35894641335	374572	5	2.7823738
0.2116172	5.10731721261	186404	4	2.3472656
0.1244743	19.0136740504	332432	10	3.2248763
0.1218235	6.30806956853	35278	3	2.4297786
0.1609871	1.30436514214	145719	3	2.3730188
0.1504868	13.1782279775	3080	3	2.6100471
0.1331528	5.37671446715	130426	5	2.281574
0.1379244	5.42394100362	130420	1	2.2904074
0.1385227	1.04245681901	188712	11	3.2143612
0.0701178	3.72993645162	330145	6	2.7636163
0.1359189	4.96455797694	217434	8	2.7755451
0.0887099	5.18202247046	217436	4	2.7174236
0.1435111	5.28104674784	308722	6	2.2300074
0.1958508	10.1319214826	92185	4	3.1406308
0.0452334	21.6972030309	352373	5	2.674674
0.1495674	1.42600425453	194699	3	2.3941857
0.1212385	5.47099280669	92188	16	3.2239952
0.1499621	1.31593045393	4685	2	3.182864
0.2142004	5.14743582561	130685	6	2.3795622
0.0674162	3.64473886525	72510	1	2.7366672
0.0473504	2.07994982938	262073	2	2.8880556
0.1409747	8.81147197534	339185	1	2.5751009
0.1539347	1.32667053875	152501	1	3.1293395
0.0872466	4.77832707041	35580	3	2.7349309
0.1618561	2.43853403179	100230	4	3.0968883
0.1070221	17.5737586696	51801	3	3.1618039
0.1303058	5.19309726982	96604	2	3.1433696
0.1494199	2.68340884979	297037	6	2.4556677
0.1933558	10.2301374235	230994	3	3.1411614
0.0500022	2.27969004499	12050	1	2.9129092
0.0749099	9.17788724224	336427	8	3.0590653
0.0505511	9.94172213268	189442	5	3.0287255
0.1570545	1.53732708534	231025	2	3.1111042
0.1971557	2.2467307208	214169	2	2.3779599
0.0460127	4.41727835307	119822	4	2.7937154
0.0905957	4.82355461326	300814	1	2.7197385
0.1581891	13.2775439749	43831	2	2.5791996
0.182443	2.38707690759	227137	1	2.3165992
0.061931	11.4099575083	120169	2	3.1171924
0.1621657	1.57499003331	377089	10	2.3965144
0.0450164	2.08316051164	154104	3	2.8679609
0.1190315	6.67074425702	307652	1	2.380082
0.0421352	2.12498598303	120162	2	2.8674874
0.1529349	13.1128829442	49525	2	2.6832004
0.1532938	1.66485428024	140877	1	3.1538797
0.1381068	5.10911772158	104752	8	3.1632419
0.068116	10.5493817693	21878	4	2.9970255
0.1706035	7.43057106635	353955	1	2.5979459
0.1468826	1.67247211979	283988	1	2.4022689
0.0980511	6.81801086143	315345	1	2.2668135
0.135721	9.18167139208	184710	2	2.7759762
0.1358637	4.86103952317	229153	2	2.7192126
0.1678858	1.18996418711	167792	5	2.418432
0.0927135	10.3214941042	2530	3	3.0187437
0.1897994	4.29180506106	162366	15	2.5660959
0.1638426	2.61458036107	167795	4	2.4262091
0.0436997	4.59610715306	329170	1	2.7849327
0.1748945	3.55586385622	58034	3	2.5757119
0.1672856	1.3651151546	322614	4	2.4322066
0.1211801	15.2082958185	142983	1	2.5743579
0.0473181	4.41416367642	22838	6	2.7816137
0.1498598	2.67487964457	17167	3	2.4574689
0.0675504	9.55052642666	281057	3	2.9679013
0.110807	5.38894950497	157038	6	3.1506253
0.1812873	2.21629503984	5075	9	2.4141064
0.1566965	1.4053657446	60441	2	2.4185619
0.0876273	4.856870597	327262	5	2.7252229
0.1125282	5.76132939524	314524	2	3.1852232
0.1696713	1.31036557227	113532	4	2.3812031
0.1600174	1.4656197103	362475	4	2.4401602
0.1738132	2.40012881484	5387	2	2.4379481
0.1314229	12.9169633399	5388	2	2.6848087
0.1366033	12.2837223257	14662	5	2.6457401
0.1013798	6.80397749109	334846	2	2.3723022
0.0350713	2.27396167432	38608	4	2.8790363
0.0388536	11.9981671215	216025	2	2.9527687
0.0762081	10.1087689882	106665	2	2.9760012
0.0565349	2.03119412308	188808	7	2.8889018
0.0846558	10.5289491732	13093	10	2.9897872
0.0529401	5.35046693881	85127	2	2.7745489
0.0783423	16.1067296934	168043	4	3.2387356
0.1960257	4.21230032055	152641	6	2.5848959
0.0814033	9.39502514886	128168	1	3.0874286
0.0727986	9.18043515464	167936	1	3.1741809
0.1235114	15.0333360542	59786	5	2.8646682
0.1641134	2.70670243019	20291	1	2.3996548
0.0602325	9.38684831708	325702	4	3.0712853
0.0444649	5.46157063962	129417	1	2.7233019
0.0361419	2.07660155341	226871	1	2.9457741
0.1559705	2.78168546582	168229	9	2.34571
0.198388	4.40289463255	233175	8	2.5797744
0.0738985	10.5126203882	40924	1	2.9645971
0.0978614	6.87541232581	233171	1	2.2737859
0.1180505	5.20219888693	323347	7	3.1209072
0.1695502	2.37071632186	169572	1	2.373453
0.1773635	17.1428586772	296514	2	2.587747
0.121064	8.90125926729	290773	4	2.7324834
0.1631897	1.62740176102	365266	1	3.1419795
0.1594786	13.3702516164	360341	8	2.6662096
0.1723068	1.32321467928	107133	6	2.4421114
0.1509353	1.17000383418	159993	4	3.1162443
0.1855489	2.59431683074	171458	5	2.3342948
0.1623974	2.56590369767	7147	2	2.4247009
0.1573232	1.44572019356	194447	1	2.4057157
0.1513866	1.47508809068	37642	3	2.4374858
0.0678497	10.4976618345	284642	1	2.985743
0.134293	1.51957053507	223	4	3.0901071
0.1475094	13.1190777966	8059	4	2.6362316
0.2377417	13.4782896779	331154	5	2.6843419
0.1593213	1.14022689562	365400	7	3.1142889
0.1890741	2.30645141493	273441	1	2.3644414
0.1647037	1.436607282	312245	1	2.4407657
0.1766815	2.4837247919	44971	3	2.4389976
0.1682269	3.42886106468	224210	2	2.7384706
0.1605318	1.44919342607	272574	1	2.4228765
0.1944136	17.1091644262	375569	8	3.088478
0.1499019	1.35483339551	375561	5	3.1295396
0.1425447	2.76150520427	22633	2	2.4237237
0.1438987	5.70060748917	374746	8	2.3072733
0.0839371	10.0863688787	307001	3	2.9856229
0.1717309	1.52668918608	77245	12	2.4305786
0.1398953	5.0137839458	273191	5	3.212067
0.1666814	1.5253078679	216932	1	2.4332839
0.0410114	2.11891992995	187296	3	2.8745278
0.1679841	3.43460093519	266638	15	2.7416363
0.0692513	3.41425898927	314985	3	2.7755465
0.1637905	1.48653961186	213251	7	2.383282
0.040687	10.0424635931	261067	2	2.9981506
0.1745446	2.62046504784	213257	2	2.4501062
0.1211015	14.9682828991	213256	2	2.8531096
0.1759658	2.53526593973	13657	2	2.4210765
0.1497405	1.16980325715	86267	8	3.109446
