eccentricity	inclination	objectname	occurance	semimajor_axis
0.1679211	3.45554027585	355009	4	2.7389776
0.0726514	2.08520159162	304449	5	2.8974859
0.1733828	0.87655648722	217660	5	3.1153683
0.0440902	2.07776542251	304338	2	2.8650964
0.1516854	1.3050528698	130296	1	3.1669587
0.1706119	13.6626994188	314903	3	2.5985396
0.0485366	2.33497372933	239078	8	2.943399
0.1546431	2.87645360546	351167	2	2.7319604
0.0471712	4.37828262213	82679	2	2.8032628
0.1547374	1.25606993201	115826	2	3.1743536
0.1783437	1.32585672066	259495	7	3.1888346
0.0971654	6.13104930674	296154	2	2.3614792
0.1595991	1.46924772297	296157	10	2.3777824
0.0671832	3.6096551345	393140	7	2.7663373
0.0384469	2.31356186976	7502	8	2.8360508
0.0579768	10.5649897833	328817	1	3.0685846
0.0641248	22.3577802904	322807	3	2.6239294
0.1730983	2.32345348922	259636	1	2.4190563
0.1937481	2.2009168879	61181	2	2.3402174
0.0329882	1.90763725182	273002	8	2.9117874
0.1400948	1.18571765729	103851	4	3.1702346
0.1456171	2.76070213104	98494	3	2.3701332
0.1541671	1.38202799905	22581	2	2.4163501
0.0724316	1.99644568926	124017	10	2.9140595
0.0140368	6.10606928671	10955	13	2.7206959
0.1506548	2.55304515626	21174	1	2.4157138
0.0504462	9.69146247092	378907	2	2.9934794
0.0403458	9.8305097284	378909	4	3.0255191
0.1715791	2.57309581955	182262	3	2.4505675
0.0612297	10.6686709605	219953	2	2.9981477
0.1073297	5.61888345666	184639	4	3.1463125
0.171804	1.39221244357	383105	1	2.4290008
0.2063688	4.78963655007	240930	3	2.4012578
0.2286719	5.07723852972	162268	11	2.5811083
0.1564358	1.5064566886	43060	5	2.4158926
0.1728635	1.44937109982	2250	16	3.1743488
0.161379	3.2718026808	200404	6	2.4465587
0.1453383	2.57359479602	49203	5	2.4080336
0.0913	2.11276789848	21355	5	2.9453214
0.2072409	4.95180204091	121080	3	2.4115547
0.1423139	0.988389758396	271985	4	3.1502835
0.1693924	1.41044941496	85534	3	2.3893373
0.1943916	2.24132931615	208233	7	2.3583617
0.2101505	5.26544784302	75600	3	2.6043509
0.0625572	11.1392413734	391018	7	3.126476
0.1864481	2.40817449457	52492	1	2.3868618
0.0104663	21.9171877047	294176	1	2.6462528
0.0430368	2.08073529926	294173	1	2.8613324
0.1496153	5.01732693192	116228	4	3.1901936
0.0676593	2.35752133216	4803	4	2.9026643
0.0874299	4.81025512733	239569	1	2.7126941
0.0971535	7.03525213352	106291	1	2.3437932
0.1006551	10.7149442271	209382	1	3.0375918
0.0353079	2.3412012354	57511	3	2.9223191
0.1651281	13.0701938829	167527	1	2.6697271
0.1695397	1.45859869138	162006	4	3.1864181
0.0929968	7.37051180388	363086	11	2.3049585
0.1518712	1.60342540729	91978	7	3.1372433
0.0704058	9.19521224699	58860	5	3.056081
0.0783342	2.01339842936	18469	19	2.9334225
0.0868192	5.09930414614	134991	3	2.4441423
0.0401236	2.11093318739	157283	3	2.8751485
0.1886557	2.26212655404	294712	1	2.3298865
0.1063025	3.38943482216	251565	4	2.4000592
0.168904	1.34514772035	362130	5	2.3873277
0.1743953	2.58231257734	362137	2	2.4081015
0.1567495	2.49897415348	362135	2	2.3690715
0.1929767	4.07885304237	254048	4	2.5736162
0.0817941	2.07417061777	36036	11	2.9512905
0.0410979	9.34557800232	363662	3	3.0438797
0.1711614	3.84610535691	84666	1	2.5832427
0.0621057	10.3797377018	363664	7	3.1011484
0.1406089	13.0419209318	272634	8	2.6105978
0.2355525	13.3443699781	363885	4	2.6825514
0.1429525	1.48923915326	285031	1	3.2135271
0.0825321	14.9913906077	364360	1	2.5670713
0.0165714	21.4676105025	364362	8	2.6824053
0.0880332	10.5010998486	222038	2	3.0748525
0.1378859	4.99365945873	62670	6	2.7604524
0.1681264	2.54392610813	175789	2	2.4024413
0.1978356	7.93657998433	48401	5	2.7663353
0.1351154	5.06611397206	168656	5	2.7215162
0.0498421	0.674810914434	321753	10	2.7688188
0.1036009	10.5859435361	71652	5	3.054077
0.1879617	2.32080998298	316710	10	2.414989
0.0784712	20.5479777927	111997	4	1.9622355
0.1496168	5.80367445465	7080	2	2.2721472
0.0592631	2.23984995402	29551	1	2.9084527
0.0866875	6.80748002494	174259	4	2.352208
0.1667586	1.49281562085	171378	3	2.4320307
0.1091231	6.07346159651	174789	3	2.4305677
0.1361437	2.99647972748	92370	8	2.3111568
0.1673985	11.6263323987	101527	1	2.6857163
0.1686215	1.45223107603	174782	2	2.4255081
0.1456632	0.980756833618	239668	4	3.148547
0.1847704	4.03058658528	173203	3	2.5691668
0.1549187	1.56928122473	296388	2	2.4494048
0.2085384	4.70522528203	296380	2	2.4018525
0.0852209	2.11339858092	91783	3	2.948529
0.1610328	1.58191972257	107323	4	2.3811848
0.1489816	2.61248115201	194630	2	2.4153038
0.1082666	6.95269915212	6944	3	2.3161504
0.0541369	5.5523393014	221219	1	2.7703165
0.1822983	2.18554462834	287964	2	2.3856783
0.1407255	1.20236569632	95313	4	3.198752
0.0482724	1.96510909153	298717	6	2.8637538
0.1703226	2.26804983615	147044	7	2.3553797
0.2252699	5.28279021306	219787	6	2.6019075
0.2138539	4.6771422147	219788	3	2.5836126
0.174552	2.24406441983	259829	2	2.3348786
0.0469634	1.87887052597	111447	1	2.8461606
0.0678011	3.55890065439	214676	3	2.7904682
0.083569	10.1427125827	333924	5	3.0563509
0.1660372	1.72572331398	373455	7	2.3998357
0.1719303	2.57130065296	61372	3	2.3617104
0.1486403	2.43525374671	88371	1	2.3920971
0.1103834	5.16367612595	88802	14	3.2077264
0.1920135	2.4777317665	273764	1	2.4050635
0.1661806	13.848168221	108237	1	2.64427
0.0966554	7.29484120869	354524	1	2.3441367
0.1293234	1.09573971218	60068	4	3.0957426
0.0667368	15.5144800136	327567	3	3.155501
0.0735194	9.97297797017	327560	5	2.9803752
0.0719708	3.83280580474	208955	3	2.8020465
0.0464514	1.93974671457	1363	5	2.9027091
0.0452846	2.09112417858	3191	8	2.8744644
0.0589596	2.06062853984	266716	3	2.8829998
0.1402478	1.26974975763	127377	4	3.0853703
0.0636238	9.5306796758	28970	8	2.989533
0.0866301	6.63000210667	358039	1	2.3324004
0.2037161	22.857031168	358038	4	2.3145509
0.1597981	1.41931577533	294931	2	3.1482145
0.0868915	5.03647434431	374150	2	2.7132256
0.1443522	2.76579018273	245224	1	2.3241189
0.1526758	1.2561100487	303414	1	2.3945139
0.1152934	6.64134242559	172557	4	2.3763689
0.0945339	6.63401675737	172553	3	2.3671625
0.1501484	12.6005964092	258156	6	2.6664127
0.1126689	5.44970248847	201724	1	3.1241766
0.1910769	2.32196257403	201057	2	2.3424722
0.2144791	23.1707854249	234164	4	2.328082
0.1641938	1.65419279347	237725	3	2.370737
0.1956601	7.90863943415	32529	1	2.7925804
0.0805396	10.2961498612	93787	2	2.9864201
0.2017283	10.2426377965	372278	10	3.1522504
0.0692279	3.45536233543	110316	4	2.7994307
0.1427595	5.79822061542	167737	3	2.2811916
0.0989715	6.65253879541	327170	7	2.3140292
0.1616497	3.14086016387	60354	12	2.4649541
0.107883	6.17765875927	185075	3	2.4460078
0.1994139	1.32160423895	23848	4	3.1989807
0.08696	2.20514844404	185070	3	2.9403725
0.0587942	10.1207175155	1654	3	3.0159449
0.0893436	9.93760959209	247913	1	2.9698796
0.1785919	2.2636403431	51605	2	2.6617711
0.0445974	2.20475281024	181760	19	2.8275435
0.1400626	8.60407120082	377687	7	2.5681287
0.0513975	2.10138125771	154074	1	2.8532493
0.0168937	6.27734580436	140061	2	2.7076689
0.1652565	1.36562523186	362090	2	2.3619774
0.1712241	4.14354602141	154078	5	2.7937702
0.1919556	2.4516495174	106355	1	2.3537567
0.1654075	1.37308154219	120549	1	2.4506673
0.0498111	2.10772244819	260988	17	2.8395852
0.0991437	6.78736532653	244791	2	2.3635195
0.0740337	3.8647514949	186915	6	2.8088441
0.0971676	6.51856815184	215236	2	2.3864475
0.1618153	2.83913055408	44982	1	2.4304864
0.2340904	13.3533796533	262637	2	2.6258255
0.2270325	5.30486302259	101384	5	2.5666224
0.1257173	5.01926522954	85323	1	3.1311459
0.1654858	1.389816774	305789	2	2.3763069
0.0764731	8.85222842123	196090	7	3.1037076
0.1773578	2.3024431984	46006	7	2.4297597
0.1216035	10.5027955612	42584	7	3.0341901
0.1671163	1.41827840368	99207	4	2.4373697
0.1944731	2.59329591991	270114	1	2.3757042
0.0449914	1.92257687669	203764	1	2.8501182
0.0726513	3.75201372094	251483	7	2.7820341
0.1530544	1.24884320768	7863	1	3.1286016
0.0430978	2.12145987177	7862	1	2.8402019
0.0817953	10.0411602007	95556	2	3.015115
0.1657676	1.81617926909	191510	12	3.1744785
0.0449871	9.53031947026	218204	9	3.0905762
0.1474169	5.79794418147	117326	4	2.2914424
0.1208218	15.029058677	321927	3	2.8531076
0.1760952	2.31732354414	321434	12	2.464013
0.1326611	1.50438186524	227650	1	3.0975101
0.1690522	2.45048534799	12123	3	2.4380866
0.1336687	12.7414390462	6373	2	2.6543832
0.042572	2.11346164918	12124	3	2.8969796
0.214191	5.14098699396	162743	1	2.3851525
0.1561548	12.5786868344	167994	6	2.6473468
0.135306	2.93415013236	162744	11	2.3107796
0.0771429	3.99420052385	121412	1	2.7804904
0.1207733	10.4558260103	9633	4	3.0464718
0.0717723	9.82325855493	40984	2	3.057337
0.2011294	7.9183808103	8943	2	2.7937255
0.1920064	2.39593682229	363414	1	2.366935
0.10772	6.48011620063	176661	5	2.437749
0.1787461	2.19820479929	194915	3	2.4057303
0.0570974	21.6926337503	103055	2	2.6333311
0.1838729	2.30400863785	48362	4	2.3651947
0.1580653	13.8661908884	365846	6	2.5467158
0.1480642	13.1416759185	113404	1	2.5434065
0.0704219	9.96816113002	40185	3	3.0411013
0.0915787	9.39420629551	40186	5	3.0710968
0.0526299	2.04543540569	152666	12	2.6678588
0.1521572	1.35684504059	251958	6	3.1537181
0.2041514	2.35968321454	243563	2	2.3613426
0.0489045	2.07416488444	152048	1	2.8610774
0.0746185	2.13331107768	212668	7	2.9339389
0.169072	1.35113678712	223531	4	2.431301
0.1771621	7.61726105113	49418	1	2.5792203
0.0753709	2.36211461943	157672	2	2.9208694
0.1405263	3.19070908249	98917	3	2.5782684
0.0664118	2.03420404551	255250	7	2.9198134
0.1420932	1.44977803008	299286	1	3.1308113
0.1911534	7.89236189965	182115	4	2.7758571
0.2321105	13.3558588451	138460	5	2.6505227
0.1807549	9.59588315469	315729	4	2.5892637
0.1275636	1.35880510663	202631	2	3.1125302
0.2123224	4.60333250344	243303	5	2.5722553
0.1536252	6.01970556494	86698	2	2.271166
0.0601071	9.39011205776	197076	7	3.1645613
0.1724436	1.17316722253	58321	2	3.0795111
0.1544285	1.48399482426	28561	3	3.1395628
0.1503831	1.32276765303	265915	6	3.1820503
0.1653866	1.24418395821	269921	9	3.2082488
0.1729493	14.4387856382	317657	8	2.7195439
0.1500983	1.06899499965	14248	7	3.1622937
0.106081	6.08909967268	208729	5	2.4135413
0.1644442	26.7621054792	246131	1	3.0959968
0.0804895	4.197638971	68596	3	2.811886
0.1350641	0.982596298127	241595	4	3.0981159
0.0794646	10.060170467	365710	2	2.9632714
0.1837379	2.20563008534	40288	1	2.3552961
0.1595054	1.55598939035	284008	1	2.411459
0.1636761	1.29255344895	284007	1	2.3658292
0.1928819	2.42758639819	175643	1	2.3472311
0.0766073	10.539264376	385513	1	3.079393
0.1402822	13.62833164	13942	2	2.6565558
0.1624479	1.29718986148	89762	7	2.3816691
0.194423	7.91402492897	28699	1	2.7634194
0.1718417	13.5513421176	364009	1	2.7339861
0.1590449	13.6296935206	103154	1	2.6380121
0.049965	2.19645025833	106430	8	2.915895
0.0475186	9.44373008612	83724	1	3.0976601
0.1241096	5.04252525084	67210	2	3.1813854
0.2061634	4.75754272245	186722	8	2.34498
0.051214	1.89472140292	83058	3	2.8433209
0.1180892	4.29572363152	188347	10	3.2246151
0.1250379	8.92300775244	212761	7	2.756379
0.1844907	2.21993031606	181972	2	2.3266956
0.1479098	1.38441792948	42519	1	3.2011659
0.1075577	17.5598338644	23617	3	3.1951809
0.0713078	9.34017205268	23616	2	3.0702889
0.1426099	1.08087450538	327492	10	3.1748937
0.1351649	4.90821631978	155138	5	2.7736109
0.0481116	0.664072952399	15045	6	2.7780132
0.0472192	0.866161830756	318830	6	2.7641888
0.0475795	4.29889527514	87776	1	2.7931624
0.179937	9.6151758382	343907	1	2.586877
0.0499145	4.43812748537	303123	6	2.7874989
0.0444956	2.15136613844	306402	2	2.8663591
0.1675752	1.40464933197	267653	2	2.3844305
0.1223344	9.36504824623	325593	4	3.0389296
0.0574501	2.02109229104	129529	5	2.9164374
0.0461733	2.10334209324	314389	1	2.8708653
0.145491	13.1917745725	225895	3	2.5857132
0.0463047	4.32659600729	366894	1	2.7605007
0.105291	15.0809209909	286153	11	2.5471744
0.1396428	5.47678316746	196241	3	2.285737
0.1053724	6.29968231935	326166	1	2.3840544
0.0964843	6.6779147179	214882	3	2.3465476
0.0604409	10.827607509	35337	4	3.1090533
0.0731522	10.8140392547	393166	3	3.0455822
0.0488738	2.02282370159	35339	1	2.9290068
0.0614235	10.8437373813	286843	3	3.1718605
0.1706585	7.18156426422	286840	3	2.5641858
0.1345348	4.87504730421	288868	14	2.7144684
0.1692662	4.34777013927	104381	7	2.6015167
0.0853455	2.21024582237	15849	3	2.9522666
0.0447088	2.13875796151	366761	2	2.8675595
0.1036463	6.44161528647	59631	2	2.4096319
0.0852563	2.07038088829	64843	8	2.9259672
0.1605115	2.43238637118	221793	4	2.3819362
0.0602447	9.31042050658	261446	7	3.1655025
0.1976555	2.39704359883	105384	6	2.3689846
0.1752953	2.26689155449	105386	9	2.3467993
0.1436467	0.931372454209	38252	3	3.2208972
0.152146	1.35142334571	26140	5	3.1593053
0.0720764	3.82254415869	81613	5	2.7800678
0.1541414	13.4793914563	309195	2	2.6262522
0.1611142	1.48296315444	106970	17	2.3852409
0.0485496	5.13296775291	307469	1	2.7461232
0.1807682	1.32060129621	191217	4	3.2127789
0.1712236	26.8286750352	276473	1	3.129221
0.0818975	6.95632399653	327690	10	2.3049974
0.1624652	2.63794720468	312964	11	2.3496042
0.1650201	1.6553277232	230899	3	2.4417271
0.2215254	23.9872975223	354081	3	2.3049922
0.1634975	1.32065860721	348633	3	2.4019804
0.1517009	13.0025665042	205419	1	2.6209566
0.0755386	10.3013385097	46271	1	2.9800999
0.0858196	20.9876984998	116757	2	1.9519569
0.133576	4.99327411448	17281	11	2.7335632
0.1499973	2.85353529537	116753	6	2.4371972
0.1437889	2.73650119969	116203	6	2.4277
0.188065	26.6676104391	391032	4	3.1327792
0.2180605	5.22496501308	294487	5	2.6068739
0.1746262	26.6375631715	70016	1	3.1363164
0.2039345	16.8605243999	377548	6	3.1122935
0.0462492	4.32735447342	290819	4	2.7967401
0.1875202	2.30570596608	235605	8	2.3561577
0.0744701	9.93775501344	33191	3	2.9620729
0.1201848	5.33834200869	11972	3	3.2099147
0.0463494	1.83416781102	33192	9	2.869439
0.1889171	2.0882460164	231851	4	2.3752308
0.1486696	1.07133307528	268731	4	3.1544198
0.1821667	2.30235145109	247768	14	2.3353823
0.1809452	2.36830210532	13197	21	2.3910049
0.0658513	8.67267620323	321595	2	2.9810891
0.1909802	2.26914504392	345411	7	2.431351
0.1823568	2.2160943545	85513	11	2.3486185
0.1802568	2.34504326492	345416	2	2.3978226
0.2067346	4.85564004992	85516	3	2.3483688
0.1331099	13.4195728152	125524	1	2.6137342
0.1653196	2.47618906866	251014	5	2.4537436
0.1609297	2.66754354309	251545	6	2.3687134
0.0469165	2.11384005878	62656	1	2.8465051
0.1520618	1.48521563416	122554	1	2.4138844
0.0380239	4.99468321021	272617	1	2.7628999
0.1654864	2.23770545499	90948	3	2.4250202
0.1884924	4.01256853349	203155	1	2.5774278
0.0950858	6.61333242672	297824	2	2.3738837
0.244524	22.6122997259	194263	2	2.2960246
0.1505371	5.09509919579	146264	5	3.1458957
0.0368472	9.62211449996	71632	3	2.9794901
0.060528	9.10915273435	210431	3	3.1650534
0.1346464	9.02059615718	108920	2	2.755813
0.0389782	2.07608555261	210433	1	2.9017979
0.0359132	9.66316244937	202825	4	2.9925988
0.1470223	5.59898101618	172997	2	2.3144291
0.0786809	14.3980309325	76366	2	2.5619804
0.148281	12.7387780344	70903	1	2.5727866
0.1474938	3.33610949335	59139	2	2.3019546
0.2053755	4.80111870933	363272	5	2.3350709
0.1201814	5.5588673067	63305	2	3.2175787
0.1606892	13.6370572447	178260	8	2.5806336
0.1085776	6.91005160605	171312	2	2.311216
0.0497355	2.24636374576	373891	6	2.9146547
0.0856026	9.47524734652	226467	3	3.1021342
0.1231682	5.18724054652	231472	1	3.1023546
0.1682539	11.7542633	8628	5	2.6508061
0.1205457	6.26666496573	15456	5	2.462729
0.154986	5.12788243278	115471	5	3.1142786
0.0654456	9.59659208325	279056	1	2.9893192
0.1666594	1.37337956584	31596	2	2.3880637
0.13892	8.80120384645	288058	2	2.5691395
0.1483825	5.32582601764	50716	2	3.0845081
0.168516	3.42518756563	148958	1	2.7425757
0.0859837	7.05970738976	66373	3	2.329137
0.0465436	2.02085723213	375334	3	2.891838
0.1202924	14.9160328348	375331	6	2.8483757
0.0481066	2.10145005891	129956	2	2.8544366
0.170584	2.71810560669	131040	6	2.4358919
0.0868665	6.28550212379	293832	9	2.3394371
0.0475983	0.650338250488	159429	8	2.8001147
0.0919652	6.28775017777	307128	1	2.2893717
0.0992776	6.52606512594	67970	2	2.3365447
0.1651949	1.72126368485	209628	5	2.3707818
0.149986	2.88725032545	60188	11	2.3320552
0.1131872	9.22818143386	151403	6	3.0339374
0.0991161	6.58530094482	212484	3	2.4045119
0.1042055	10.7616853059	280681	2	3.0677292
0.1922903	2.5081330315	376203	11	2.3643571
0.1775814	2.35791127357	340371	1	2.6753151
0.1708924	2.32234103697	23284	9	2.4359397
0.1387301	1.35507983627	69979	4	3.0919469
0.1378145	5.29628353402	312771	5	2.7526164
0.1166786	5.06820772111	43214	3	3.1988919
0.1946583	4.50027036845	361603	8	2.5734073
0.117018	6.46156597104	232926	3	3.1706499
0.1709912	7.76825366631	385236	1	2.5767405
0.1641553	1.51832677962	77107	5	2.4140623
0.1748992	4.18894685113	322106	1	2.5943108
0.1700882	2.60690048485	160507	1	2.4331617
0.0784241	10.3120771287	197305	8	2.9970207
0.0585096	9.18865940687	91850	1	3.1607053
0.1647953	3.64833859866	103363	1	2.5849924
0.0679228	3.6604181923	366959	1	2.8074759
0.1943977	2.36216049504	170265	7	2.3488612
0.1369665	5.12930907959	116438	3	2.7121544
0.114297	5.14193619345	63183	7	3.186392
0.0653896	1.95000857056	73280	18	2.8928917
0.0450417	2.10300382027	126922	1	2.8675303
0.1688678	1.62990086658	304769	3	3.1893792
0.0859516	6.45284754056	24422	13	2.3673259
0.2103767	26.7612776975	369832	3	3.1611155
0.1732233	4.06635966268	369526	6	2.795827
0.1941341	4.30523860198	155271	6	2.5841855
0.1200759	6.190182002	308452	7	3.1467007
0.0551504	2.09900188457	150578	5	2.8940041
0.1879555	2.47914256238	308109	8	2.3358352
0.1402778	1.30422186557	27155	3	3.1274146
0.0564604	15.1524133552	82737	7	3.2234227
0.1635203	1.34464337856	120562	2	2.3950615
0.1819853	2.30629659091	260474	2	2.3207424
0.1519327	2.86454405841	124604	5	2.3571669
0.1381163	9.28103724421	53996	3	2.771556
0.0345934	2.28710427631	266339	5	2.8814774
0.208157	4.60395330069	259264	8	2.5921287
0.0537354	2.13003148957	42034	9	2.9529016
0.1661254	4.05205713468	227494	3	2.569537
0.0984515	6.9679144512	166221	5	2.3432128
0.0808307	2.13312187049	6686	1	2.9483646
0.0966375	6.44657981984	166222	4	2.3446417
0.0669725	9.41565973161	191539	3	3.1740045
0.1583197	1.49352059833	195224	1	2.459954
0.1618435	3.1411183828	321900	4	2.458352
0.1554377	1.35532054588	191020	4	2.4216047
0.0501687	4.25069000882	286458	1	2.7741037
0.0448548	2.09286139855	173815	1	2.8674364
0.0397561	2.23150133372	173763	3	2.875084
0.1826476	2.38794856009	98288	2	2.3427994
0.094417	5.98521347515	196492	1	2.3811219
0.1087054	6.26144278965	9616	6	2.4216259
0.1633602	1.3275187438	107460	3	2.4362564
0.1578983	2.33214670299	9346	1	2.429741
0.1650654	1.32099101105	382532	1	2.440965
0.1640098	1.36834755616	376200	11	2.462731
0.1735082	2.58989480157	137336	2	2.4521842
0.1984946	2.30480569376	46688	9	2.3680936
0.044614	4.67406665561	261307	2	2.7745916
0.1060033	9.933345867	219217	4	3.0606808
0.1428818	2.69386538099	14886	5	2.4364697
0.152891	1.60080023437	310193	6	2.4501431
0.0852706	10.1525145226	40163	3	2.9876286
0.1473187	2.66371203915	37681	4	2.3386209
0.1260855	4.94539541027	182135	8	2.2905455
0.1677718	1.48984096231	219136	13	2.4436588
0.2226755	27.0866709801	226079	2	3.1731799
0.1342533	5.08789159522	182139	2	2.7706213
0.1780548	17.4753163564	1609	4	2.5834899
0.1280472	9.11171176036	313560	8	2.7551832
0.1466273	2.54487242144	68756	1	2.3677316
0.1975664	2.14562106266	68021	2	2.3382442
0.1754702	1.45381294819	132925	5	3.1028309
0.0929578	9.37589584604	179500	1	3.0895554
0.1882506	2.21435699402	289690	5	2.3701831
0.098262	7.28632119964	179875	5	2.376529
0.0185702	5.87154952429	168440	5	2.6918529
0.1013692	10.2933837815	321010	5	3.0613001
0.1474764	2.61152905288	168333	7	2.4087303
0.1725749	11.8802395411	108114	6	2.6631134
0.1018569	6.9514408528	317678	1	2.2776355
0.1765821	7.44268791072	71178	2	2.5969549
0.1196357	5.60162926244	41012	20	3.1508124
0.1345517	9.06705619155	59528	3	2.7613124
0.1956236	2.25384088054	112848	4	2.3581515
0.1477361	1.07402071834	265970	1	3.139917
0.0616491	10.182492629	322292	1	3.0915367
0.1689778	1.36075944306	208709	5	2.3748761
0.172106	14.1768341885	5479	1	2.5750565
0.044596	2.18334287039	256381	2	2.8428332
0.0454711	1.97406971572	268507	2	2.9371359
0.1513551	2.19861763276	94768	13	2.4104247
0.158415	1.46257057938	94814	3	2.3717752
0.169217	2.51516998383	79020	5	2.3988427
0.0800718	9.86307510009	30507	1	3.0033592
0.165538	1.51645828199	287889	1	2.4091047
0.0800431	14.7428696962	375831	2	2.6000921
0.0887706	6.38318619518	132254	2	2.3289482
0.0911606	20.9509196272	147436	7	1.9219109
0.0761735	10.4714817362	1557	2	3.0101198
0.1991094	2.31375110009	186703	7	2.3272113
0.1742808	2.62401537419	222976	2	2.4595542
0.0884387	7.24046033569	284689	1	2.327688
0.1940256	7.67041108052	156529	5	2.7725864
0.0562635	2.14351110013	319101	6	2.9331282
0.1556682	2.61172979661	319102	5	2.3410524
0.1616063	2.74641899063	23676	8	2.4245385
0.155531	1.0781753951	126717	4	3.2050015
0.1592346	1.43391926661	66415	1	2.3874875
0.1719396	4.1564944411	126712	8	2.7952732
0.1659427	1.39146737861	340388	1	2.4453229
0.1128217	5.40723921693	181953	3	3.1353185
0.1652594	2.70191289865	365190	5	2.3960176
0.1705691	1.44515851619	352010	8	3.0935976
0.0636155	2.01306017547	324164	5	2.9468122
0.1618899	1.37061138608	15020	2	2.4144896
0.1643184	1.25519309604	196325	1	2.412545
0.2044078	16.655576562	179476	2	3.1461239
0.1228712	1.58986969236	77829	11	3.21494
0.1458296	5.40742913817	29638	1	2.2843443
0.2135516	4.76134882712	171509	6	2.5880752
0.1508831	12.8155885625	55484	3	2.6696623
0.0412805	9.41414389289	357752	3	3.0283651
0.0516808	2.09732199197	160993	1	2.8545332
0.0463323	9.76106895638	34626	3	3.0598195
0.1295855	8.9882435963	8451	3	2.7732973
0.1586695	1.39595496573	259987	18	2.4083512
0.1704249	1.37238806423	229849	1	2.4373909
0.1910865	2.15228925143	259453	4	2.3619556
0.1000588	6.19729381455	194846	1	2.3565545
0.0620901	2.05847282596	221407	4	2.9170128
0.0461119	2.18015491408	221406	2	2.8812676
0.0562989	2.01285951642	297546	6	2.8983179
0.0598963	2.16869896847	88618	3	2.6693305
0.0454006	1.84119588823	131251	10	2.9008438
0.0401755	2.12141400371	261684	5	2.8748067
0.1320745	8.93634746444	182737	4	2.7749492
0.1344843	0.995289203992	341479	1	3.0963724
0.069827	9.75608080343	86086	3	3.1078345
0.0719635	10.3025032012	52909	4	3.0400816
0.0456478	2.16572892267	273049	7	2.8673494
0.049385	0.710130613007	257068	8	2.770411
0.1528335	1.74961518197	86080	1	3.0845107
0.2049022	5.02222157588	10992	12	2.3625223
0.0478075	4.43875388791	273047	7	2.7864502
0.146162	13.3144755735	215919	3	2.5430691
0.1529477	13.2231429429	224341	3	2.5519135
0.1667725	3.35377523047	354314	6	2.7516365
0.1532302	0.80360538404	25633	2	3.1831357
0.1621161	1.35154370033	180393	7	2.3611322
0.0757559	3.8282922732	293166	2	2.8011786
0.0461928	4.34844818099	150034	2	2.7847578
0.1743017	4.2124094774	150031	8	2.7923038
0.0680945	3.61429958889	305355	2	2.8057301
0.0707494	2.10735550699	21132	6	2.8826834
0.1435442	5.1670128314	82949	8	3.1960295
0.1554149	1.29380281515	315243	2	2.3630657
0.1534413	1.45733204459	184677	2	3.2227731
0.1547757	12.9771882097	38998	15	2.6961789
0.0720832	3.64872900124	261466	1	2.7831779
0.0448899	2.131189665	184678	4	2.8605625
0.11321	5.47804945661	158590	15	3.1386062
0.0871637	16.4816589063	114735	5	3.1193797
0.1209181	6.57878356399	43530	3	3.1437587
0.0440555	2.13438898579	114730	8	2.864713
0.1216914	6.21121802989	86887	5	2.4454886
0.1602312	0.881501694972	204876	7	3.2144968
0.150863	14.0285526186	240978	1	2.555551
0.0861779	4.84236868479	307483	3	2.7198456
0.1007056	6.67157494059	114738	10	2.3492579
0.1379272	9.06663844223	81360	8	2.7624985
0.1530518	12.9428881156	329814	1	2.6747121
0.0739173	3.70153826169	369997	1	2.7851041
0.1153716	9.2954934314	312902	3	3.0835879
0.1368622	1.44711865617	293464	1	3.1520204
0.1458741	4.96320070603	97675	2	3.163097
0.1904133	26.8528579806	277726	4	3.1191988
0.1616633	1.34864372883	337459	1	2.3738906
0.1113025	6.4141007731	348657	4	2.3996316
0.1285667	5.21542005454	97678	8	3.159119
0.1026842	6.44797520266	209082	3	2.3251939
0.1293459	1.56544097071	304594	4	3.1248353
0.14925	13.1704428498	375942	4	2.6114454
0.1630168	1.34150270701	300283	8	2.4049969
0.2000048	4.86717507938	362245	4	2.6022715
0.1390037	5.262697505	9420	1	2.2700813
0.0470989	2.05111131439	17772	6	2.8540667
0.2134267	5.5136965998	141480	3	2.3349829
0.0816733	10.1071685129	5281	2	3.0125092
0.1774194	2.31605053736	363596	8	2.6685293
0.0425234	1.9543655786	17779	11	2.9155841
0.0699801	10.2032286486	363047	4	3.0834313
0.0754192	3.70655065383	289072	2	2.7452654
0.1474286	2.52109435863	237663	2	2.3135753
0.0616741	9.39576850678	120971	5	3.0659269
0.1655202	1.38068688806	175430	12	2.4353441
0.1563916	6.25865303929	175431	2	2.2798488
0.1624101	2.25456910047	251031	2	2.3994109
0.2032103	17.6426051615	118949	2	3.1064907
0.1574033	0.750430008951	42773	8	3.1794527
0.0471598	2.08868748715	80011	2	2.8758441
0.0504746	4.22092375898	272949	14	2.761333
0.1529339	1.41400283263	20440	2	2.4291832
0.1103197	6.50973916684	70691	5	2.4144815
0.1333498	13.6915642054	70690	1	2.6050787
0.1405482	1.0256950736	270890	11	3.1548258
0.0517256	2.28534389465	274730	3	2.8785796
0.1490484	2.63678860271	70699	1	2.3882756
0.0246406	11.5846512956	274736	18	3.0582171
0.1812007	2.35787113253	194209	1	2.3223502
0.1555194	1.42064544574	202849	1	2.4045055
