Object	Image	Exp_time	RA	DEC	time	filter
157378	1657924p	287	14.5348458622	3.09470342254	56571.3878426	r.MP9601
157378	1657925p	287	14.5337435666	3.09424857745	56571.3931763	r.MP9601
157378	1657940p	287	14.5214017418	3.08915591585	56571.4528948	r.MP9601
157378	1657943p	287	14.5185591868	3.08798297984	56571.4666491	r.MP9601
157378	1657945p	287	14.5166342207	3.08718867259	56571.4759634	r.MP9601
157378	1658279p	287	13.89244429	2.8320607035	56574.5002707	r.MP9601
157380	1722368p	287	15.6858867293	3.61558985848	56833.6085575	r.MP9601
157380	1722515p	287	15.9529222815	3.71599976146	56834.6072198	r.MP9601
157380	1722732p	287	16.2108252839	3.81269389149	56835.5822479	r.MP9601
157380	1722895p	287	16.4737800236	3.91098898658	56836.5873153	r.MP9601
157380	1734912p	287	24.9237663289	6.66430896206	56891.5759797	r.MP9601
157380	1734916p	387	24.9241391782	6.66422817805	56891.5983507	r.MP9601
157380	1736290p	287	24.9145587291	6.60419858816	56897.4387302	r.MP9601
157380	1752062p	387	16.2736620254	3.43334563378	56955.2803863	r.MP9601
157380	1752075p	387	16.2629027302	3.43017208697	56955.338676	r.MP9601
157380	1757895p	287	12.7586115234	2.74941798643	56985.2633623	r.MP9601
157380	1757903p	287	12.7575233983	2.7498568188	56985.295603	r.MP9601
157380	1757983p	287	12.7259047429	2.76411136664	56986.289671	r.MP9601
157380	1768999p	287	13.5041632286	3.66989950815	57008.3232403	r.MP9601
157423	1722739p	287	18.5719036058	5.77061441141	56835.6095012	r.MP9601
157423	1723121p	287	19.0136248341	5.94200485321	56837.5851217	r.MP9601
157423	1751769p	387	17.2550096706	5.29317958006	56953.2825582	r.MP9601
157423	1751782p	387	17.2447297561	5.28972314505	56953.3361926	r.MP9601
157423	1751795p	387	17.2344810656	5.28627720852	56953.389664	r.MP9601
157423	1751796p	387	17.2335142303	5.28595212767	56953.3947084	r.MP9601
157423	1752058p	387	16.8792849629	5.16771442467	56955.2599467	r.MP9601
157423	1752077p	387	16.8622461954	5.16204748493	56955.3510226	r.MP9601
157423	1752079p	387	16.8601298293	5.16134360072	56955.362335	r.MP9601
157423	1752108p	387	16.8414935887	5.1551453559	56955.4619496	r.MP9601
157423	1752203p	287	16.6566795576	5.09386926562	56956.4569436	r.MP9601
157423	1752373p	287	16.4840434508	5.03701336169	56957.398846	r.MP9601
157423	1757088p	387	13.3526473341	4.11937905684	56980.2073796	r.MP9601
157423	1757101p	387	13.3471552005	4.11827689397	56980.2746302	r.MP9601
157423	1768998p	287	13.1741533237	4.51834818657	57008.3190842	r.MP9601
157430	1607609p	287	210.961019116	-12.7165059948	56331.5486483	r.MP9601
157430	1607619p	287	210.964712137	-12.7179503765	56331.5880406	r.MP9601
157477	1686655p	500	156.639502287	9.45734684583	56689.539395	r.MP9601
157477	1686656p	500	156.638061568	9.45761642278	56689.545822	r.MP9601
157477	1686657p	500	156.636619953	9.4578861675	56689.552253	r.MP9601
157477	1686658p	500	156.635187528	9.4581541925	56689.558643	r.MP9601
157505	1706031p	387	192.536368448	-4.14859328352	56784.4348455	r.MP9601
157505	1706032p	387	192.535699021	-4.14813300838	56784.439882	r.MP9601
157505	1706033p	387	192.535029696	-4.14767280414	56784.4449176	r.MP9601
157589	1671655p	287	9.811897786	3.64969401378	56623.296317	r.MP9601
157589	1671665p	287	9.81108860659	3.65562799609	56623.3425558	r.MP9601
157606	1757447p	387	26.0602665115	14.6343249052	56981.2439629	r.MP9601
157606	1757469p	387	26.0419700129	14.6241926589	56981.3842555	r.MP9601
157606	1757558p	287	25.9261108521	14.5595182471	56982.2863556	r.MP9601
157606	1757598p	287	25.9068619299	14.5485803808	56982.4413804	r.MP9601
157672	1757968p	287	17.4027580732	5.84480027548	56986.2144169	r.MP9601
157672	1768982p	287	17.0825982502	6.14257025602	57008.2389105	r.MP9601
157686	1686655p	500	156.879401308	9.1330893125	56689.539395	r.MP9601
157686	1686656p	500	156.878148043	9.13361596944	56689.545822	r.MP9601
