    Object      Image   Exp_time               RA              DEC             time       filter
186023 1734910p 287 17.830529474 6.20064962736 56891.5681404 r.MP9601
186023 1734914p 387 17.8309310635 6.19789427744 56891.5882198 r.MP9601
186023 1736287p 287 17.8408132811 5.32514543646 56897.4262031 r.MP9601
186023 1736486p 287 17.8191765144 5.1447077448 56898.526843 r.MP9601
186023 1736506p 287 17.8171645476 5.13012403422 56898.6146379 r.MP9601
288194 1715401p 287 236.3404451 -12.0069260998 56799.4818115 r.MP9601
288194 1716717p 287 234.101614684 -12.8327246489 56807.405678 r.MP9601
288194 1716968p 287 233.822553299 -12.943853731 56808.4319014 r.MP9601
288194 1716976p 287 233.81410317 -12.9472529087 56808.4631981 r.MP9601
288194 1717105p 287 233.583899408 -13.040694384 56809.3202526 r.MP9601
288194 1717116p 287 233.572440832 -13.0454164889 56809.3632895 r.MP9601
288194 1717127p 287 233.561009871 -13.0501272138 56809.4062227 r.MP9601
