Object	Image	Exp_time	RA	DEC	time	filter
132276	1729708p	287	13.0130710771	3.84020998983	56865.5560206	r.MP9601
132276	1734903p	287	14.0286422885	4.24933816113	56891.5402693	r.MP9601
132276	1734920p	387	14.0239795914	4.24751220983	56891.6185243	r.MP9601
132276	1735086p	287	13.9586755684	4.22224302696	56892.6268628	r.MP9601
132276	1736294p	287	13.5377552793	4.05978353297	56897.4542808	r.MP9601
132348	1715379p	287	210.95577609	-12.8544439991	56799.3932644	r.MP9601
132377	1722734p	287	16.6189119073	6.09715796131	56835.5900355	r.MP9601
132377	1722897p	287	16.9538729999	6.24290342389	56836.5951006	r.MP9601
132597	1706031p	387	192.44152832	-3.95244060978	56784.4348455	r.MP9601
132597	1706032p	387	192.440604971	-3.9525203535	56784.439882	r.MP9601
132597	1706033p	387	192.439681765	-3.95260008493	56784.4449176	r.MP9601
132614	1631360p	287	216.308416209	-12.2566131146	56455.3916895	r.MP9601
132614	1631371p	287	216.307497624	-12.2559879663	56455.4376188	r.MP9601
132736	1722368p	287	15.2048982382	3.61717950525	56833.6085575	r.MP9601
132736	1722515p	287	15.4151798241	3.66288044821	56834.6072198	r.MP9601
132751	1681845p	387	18.4168352504	11.9144572764	56656.3046195	r.MP9601
132885	1645235p	287	14.1955413102	3.8471391999	56506.5046741	r.MP9601
132885	1645246p	287	14.1966809384	3.84891986905	56506.5474102	r.MP9601
132885	1646580p	287	14.2213801795	4.15009398893	56515.5036778	r.MP9601
132885	1651058p	287	12.7167223293	4.30220838729	56535.556939	r.MP9601
132885	1651168p	287	12.602127293	4.29273586993	56536.4427041	r.MP9601
132885	1651178p	287	12.5970004163	4.29229240591	56536.4816424	r.MP9601
132885	1651845p	287	12.0420899142	4.23471682933	56540.4221784	r.MP9601
132885	1651855p	287	12.0362596022	4.2340258294	56540.4610471	r.MP9601
132895	1645762p	287	14.7913204996	2.864896344	56509.5086909	r.MP9601
132895	1645775p	287	14.7930291852	2.86255892119	56509.5619486	r.MP9601
132925	1657933p	287	17.064045094	6.19298262725	56571.4246662	r.MP9601
132925	1658292p	287	16.444439823	5.96492909983	56574.5544093	r.MP9601
132925	1671652p	287	10.3935563096	3.92916009413	56623.2790536	r.MP9601
132925	1671662p	287	10.3932107539	3.92952004801	56623.3308869	r.MP9601
132925	1672596p	287	10.5001543758	4.04995673183	56631.2368663	r.MP9601
132962	1645559p	287	13.3769462817	4.14484139106	56508.5021655	r.MP9601
132962	1645754p	287	13.4060693213	4.26054994669	56509.4775995	r.MP9601
132962	1645764p	287	13.4071060815	4.26513977048	56509.5164781	r.MP9601
132962	1646264p	287	13.4572031427	4.60688105649	56512.460419	r.MP9601
132962	1646274p	287	13.4574942644	4.61130179218	56512.4992352	r.MP9601
132989	1672609p	387	23.6808699989	14.9613351094	56631.2992	r.MP9601
132989	1681671p	287	24.1020374757	13.8675963114	56655.2674739	r.MP9601
132989	1681672p	287	24.1024047096	13.8675130212	56655.272017	r.MP9601
132989	1681673p	287	24.1027841495	13.8674269627	56655.2767111	r.MP9601
132989	1681940p	387	24.4535224741	13.8105145441	56659.2102247	r.MP9601
132989	1681953p	287	24.4590268584	13.8099946856	56659.2652686	r.MP9601
132989	1681965p	387	24.4643408611	13.8094928076	56659.3184086	r.MP9601
133141	1644979p	287	239.771780905	-12.469454207	56505.2549397	r.MP9601
133141	1645174p	287	239.99714471	-12.5896209469	56506.3027359	r.MP9601
133141	1645703p	287	240.687452674	-12.9391909742	56509.3044517	r.MP9601
133188	1774681p	387	14.1684689395	5.36717721115	57039.2793592	r.MP9601
133229	1607613p	287	212.397443779	-12.5138895859	56331.5641669	r.MP9601
133229	1607624p	287	212.403518791	-12.5144268319	56331.6137588	r.MP9601
133229	1607625p	287	212.404123399	-12.5144803006	56331.6186944	r.MP9601
133229	1607626p	287	212.404722251	-12.5145332603	56331.623583	r.MP9601
133256	1686655p	500	156.183800271	9.01645957917	56689.539395	r.MP9601
133256	1686656p	500	156.182380975	9.01635781833	56689.545822	r.MP9601
133256	1686657p	500	156.180960796	9.01625599417	56689.552253	r.MP9601
133256	1686658p	500	156.179549671	9.01615481917	56689.558643	r.MP9601
133294	1728795p	287	14.3661774209	5.04951871851	56861.5675486	r.MP9601
133294	1729703p	287	15.3730998115	5.19243886564	56865.5349992	r.MP9601
133311	1658292p	287	16.9204545207	6.39272980241	56574.5544093	r.MP9601
133311	1667727p	287	13.0376648698	4.54223043424	56596.2309579	r.MP9601
133311	1667738p	287	13.0313962579	4.53922485335	56596.2740658	r.MP9601
133311	1667749p	287	13.0251744945	4.53624173471	56596.3168516	r.MP9601
133311	1667858p	287	12.8897017997	4.47124224331	56597.2573166	r.MP9601
133311	1667887p	387	12.8727701744	4.46310300503	56597.3778979	r.MP9601
133311	1671652p	287	11.0760075966	3.55043280753	56623.2790536	r.MP9601
133311	1671662p	287	11.0765043329	3.55046160384	56623.3308869	r.MP9601
133311	1672593p	287	11.3324306711	3.63431226067	56631.2218245	r.MP9601
133327	1729253p	287	23.4493064989	13.6728270981	56863.5049477	r.MP9601
133327	1729263p	287	23.4553737343	13.6754218906	56863.5441967	r.MP9601
133327	1729273p	287	23.4618360282	13.6781856389	56863.5860013	r.MP9601
133327	1735253p	287	26.1679757695	14.8911739745	56893.4577692	r.MP9601
133327	1735269p	287	26.1693312378	14.8920365453	56893.5317039	r.MP9601
133327	1736561p	287	26.1835873429	14.9223287688	56899.436072	r.MP9601
133327	1736590p	287	26.1820980876	14.922148253	56899.5443815	r.MP9601
133327	1741573p	287	24.9602763394	14.4702415751	56918.4591091	r.MP9601
133327	1741584p	287	24.9554168772	14.4682479496	56918.5018297	r.MP9601
133327	1742018p	287	24.3307566415	14.2070675367	56923.488366	r.MP9601
133327	1742019p	287	24.3302263998	14.206841214	56923.4922459	r.MP9601
133438	1722730p	287	16.0853431353	4.9367753616	56835.5744885	r.MP9601
133438	1722896p	287	16.3959011842	5.05101666762	56836.591194	r.MP9601
133467	1729017p	287	17.6791149149	6.98902207618	56862.5647947	r.MP9601
133467	1729718p	287	17.9006202167	7.06578885227	56865.5956081	r.MP9601
133467	1734917p	387	18.1569990408	7.04786015797	56891.6034093	r.MP9601
133467	1735074p	287	18.1060960798	7.02259516409	56892.5797647	r.MP9601
133467	1736288p	287	17.7884504175	6.87067004395	56897.4309135	r.MP9601
133467	1774993p	387	11.1509218633	4.08874157217	57040.2406386	r.MP9601
133469	1728796p	287	12.9264383409	2.77139189293	56861.5715195	r.MP9601
133469	1729024p	287	13.0337206602	2.80398758229	56862.592458	r.MP9601
133469	1729707p	287	13.3184235964	2.88756264589	56865.5519288	r.MP9601
133469	1735261p	287	13.8711698157	2.79270361497	56893.493788	r.MP9601
133469	1774994p	387	11.2863432624	3.40681130375	57040.2457158	r.MP9601
133505	1722359p	287	14.8644320974	3.53229593157	56833.5732595	r.MP9601
133505	1722506p	287	15.1052338081	3.63666274407	56834.5721548	r.MP9601
133505	1752376p	287	13.9308130256	5.31308905127	56957.4104923	r.MP9601
133515	1722733p	287	16.5473650309	4.65968623364	56835.5861562	r.MP9601
133515	1722896p	287	16.9426306626	4.8024771571	56836.591194	r.MP9601
133609	1722365p	287	12.9525720894	2.59112591371	56833.5966782	r.MP9601
133609	1722509p	287	13.1773350633	2.66862682123	56834.5838312	r.MP9601
133609	1774674p	387	15.811354428	3.73499860306	57039.2436666	r.MP9601
133684	1757969p	387	14.1250561332	5.79326637793	56986.2188745	r.MP9601
133709	1722734p	287	16.5065557413	5.98237306798	56835.5900355	r.MP9601
133709	1722897p	287	16.7854778401	6.08400734082	56836.5951006	r.MP9601
133753	1756824p	387	44.7768506	16.2560939683	56978.2966772	r.MP9601
133753	1756846p	387	44.754429427	16.2511921734	56978.405606	r.MP9601
133753	1756871p	387	44.7309488613	16.2460587704	56978.5196816	r.MP9601
