    Object      Image   Exp_time               RA              DEC             time       filter
3629 1722441p 287 214.598836774 -13.7523843007 56834.3304246 r.MP9601
3629 1722442p 287 214.598906313 -13.7522915821 56834.3343059 r.MP9601
3629 1728420p 287 216.402683743 -13.7717366096 56856.313239 r.MP9601
6003 1658262p 287 20.4902841135 13.3778834241 56574.408594 r.MP9601
6501 1722738p 287 18.6420014352 5.27670487907 56835.6055923 r.MP9601
6501 1722901p 287 19.0603440417 5.39221675101 56836.6106577 r.MP9601
6616 1645960p 287 243.779869376 -13.7009141638 56511.2798505 r.MP9601
6944 1692343p 387 243.309347068 -12.0199651374 56716.5627527 r.MP9601
6944 1723388p 287 238.393156681 -10.5817961701 56839.3676343 r.MP9601
6944 1729357p 287 238.971231585 -13.4920769864 56864.2888175 r.MP9601
7933 1698689p 287 217.506918979 -13.714679158 56751.4272303 r.MP9601
7933 1698691p 287 217.505783091 -13.7137638628 56751.4351321 r.MP9601
7933 1698699p 287 217.501275099 -13.7101313355 56751.4664921 r.MP9601
7933 1698701p 287 217.500138971 -13.7092158474 56751.4743956 r.MP9601
7933 1698853p 287 217.343404713 -13.5842924218 56752.5411908 r.MP9601
7946 1651340p 287 25.5651664689 15.4589129037 56537.4369158 r.MP9601
7946 1651351p 287 25.5663339511 15.4584219624 56537.4800228 r.MP9601
7946 1651495p 287 25.589156543 15.4456600968 56538.4559935 r.MP9601
7946 1651507p 287 25.5900495297 15.4449612376 56538.5025842 r.MP9601
7946 1658258p 287 21.6554184257 12.4032236905 56574.3930668 r.MP9601
7946 1672382p 287 15.8999283651 6.23242827823 56630.2829213 r.MP9601
7946 1672395p 287 15.9046023512 6.23154420643 56630.335096 r.MP9601
7946 1672602p 287 15.9894984338 6.2167987368 56631.2609281 r.MP9601
8555 1729260p 287 21.8774416177 13.5840279532 56863.5324452 r.MP9601
8555 1729270p 287 21.8853808474 13.5870557235 56863.5740481 r.MP9601
8555 1729280p 287 21.8933221902 13.5900842996 56863.6156621 r.MP9601
8555 1735250p 287 25.169659782 14.7099957927 56893.4461274 r.MP9601
8555 1735266p 287 25.1709843326 14.7098109717 56893.5200558 r.MP9601
8555 1736558p 287 25.154920525 14.6418738 56899.4243989 r.MP9601
8555 1736587p 287 25.1523481606 14.6395872538 56899.532709 r.MP9601
8555 1741550p 287 23.4944424656 13.6711635244 56918.3676058 r.MP9601
8555 1741561p 287 23.4877460178 13.6674928789 56918.4122488 r.MP9601
8555 1742012p 287 22.6614418658 13.2141265541 56923.4647989 r.MP9601
8555 1768996p 287 13.2930087969 5.76390117292 57008.3111073 r.MP9601
8897 1635444p 287 241.158903202 -12.1175662113 56475.3808197 r.MP9601
8897 1635787p 287 240.957095883 -12.120716926 56477.3720622 r.MP9601
8897 1645180p 287 241.475351155 -13.1365155837 56506.3262836 r.MP9601
8897 1645705p 287 241.883273449 -13.3226241442 56509.3122712 r.MP9601
9136 1616324p 287 217.154804861 -14.7476226273 56389.4189925 r.MP9601
9136 1616335p 287 217.145906724 -14.7468811159 56389.4627538 r.MP9601
9136 1616336p 287 217.144921762 -14.7467990357 56389.4675979 r.MP9601
9136 1616337p 287 217.14390339 -14.7467141714 56389.4726063 r.MP9601
9136 1616338p 287 217.142906765 -14.7466311193 56389.4775077 r.MP9601
9136 1616511p 287 216.942261564 -14.729377855 56390.4513391 r.MP9601
9136 1616522p 287 216.932806721 -14.7285365874 56390.4965416 r.MP9601
9136 1616689p 287 216.742283986 -14.7110982244 56391.3978958 r.MP9601
9136 1616700p 287 216.733037806 -14.7102227754 56391.4410686 r.MP9601
9136 1616711p 287 216.723696656 -14.7093383345 56391.4846849 r.MP9601
9616 1646438p 287 26.0573250957 13.9745781247 56513.5231105 r.MP9601
9616 1646449p 287 26.0631585884 13.976107638 56513.5657945 r.MP9601
9616 1671922p 287 14.828585449 5.57539006351 56625.3210155 r.MP9601
9616 1671923p 287 14.8285998182 5.57517165217 56625.3279127 r.MP9601
9616 1672379p 287 14.9150238891 5.45578035722 56630.2712628 r.MP9601
9616 1672392p 287 14.9168719689 5.45496865158 56630.3234438 r.MP9601
10001 1681670p 287 23.3747108112 12.1311636128 56655.2635904 r.MP9601
10001 1681856p 387 23.5907552042 12.2657737811 56656.3691284 r.MP9601
10001 1681939p 387 24.1803866297 12.6191027965 56659.2051861 r.MP9601
10001 1681952p 287 24.1926982579 12.6262338663 56659.2613609 r.MP9601
10001 1681964p 387 24.2040909842 12.6328326951 56659.3133429 r.MP9601
10001 1682231p 287 24.4056940112 12.7491520163 56660.2271586 r.MP9601
10001 1682241p 287 24.41524219 12.7545980146 56660.2695949 r.MP9601
10001 1682245p 387 24.4200278314 12.7573276026 56660.2908644 r.MP9601
10010 1646581p 287 13.990509872 5.43682524995 56515.5075537 r.MP9601
10010 1650808p 287 13.9522190009 4.13543589074 56534.4200832 r.MP9601
10010 1651025p 287 13.8766623447 4.03082757069 56535.4241381 r.MP9601
10010 1651036p 287 13.873227285 4.0262474911 56535.4673011 r.MP9601
10010 1651841p 287 13.3974924696 3.46452493093 56540.4066596 r.MP9601
10010 1651851p 287 13.3930783855 3.45981441875 56540.4454647 r.MP9601
10285 1691688p 387 239.263456034 -11.5126673039 56712.6265137 r.MP9601
10285 1692353p 387 240.373736024 -11.4802385616 56716.6131995 r.MP9601
10349 1698707p 387 237.179394021 -10.8079259203 56751.4995887 r.MP9601
10349 1698715p 387 237.177514387 -10.8070115035 56751.5402295 r.MP9601
10349 1698718p 387 237.176652302 -10.806592111 56751.5588691 r.MP9601
12619 1735072p 287 22.0142266137 13.8196822575 56892.5719364 r.MP9601
12619 1735084p 287 22.0142657507 13.8196561662 56892.6189008 r.MP9601
