Object	Image	Exp_time	RA	DEC	time	filter
187599	1645692p	287	213.2673705	-12.3392631112	56509.2592978	r.MP9601
187609	1615942p	287	217.306788582	-14.1789082101	56386.5587529	r.MP9601
187609	1616325p	287	216.817605788	-14.0521648012	56389.422932	r.MP9601
187609	1616339p	287	216.807221167	-14.0494607275	56389.4815746	r.MP9601
187609	1616340p	287	216.806336728	-14.0492304263	56389.4865691	r.MP9601
187609	1616340p	287	216.806336728	-14.0492304263	56389.4865691	r.MP9601
187609	1616343p	287	216.803864153	-14.0485865873	56389.5005318	r.MP9601
187609	1616512p	287	216.633276701	-14.0039297909	56390.4552793	r.MP9601
187609	1616523p	287	216.625125894	-14.0017838511	56390.5004569	r.MP9601
187609	1616525p	287	216.623521679	-14.0013614941	56390.5093487	r.MP9601
187609	1616563p	287	216.61689499	-13.9996168231	56390.5460786	r.MP9601
187609	1616690p	287	216.461173999	-13.9585248675	56391.4017742	r.MP9601
187609	1616701p	287	216.453240683	-13.9564261067	56391.4449487	r.MP9601
187609	1616712p	287	216.445195377	-13.9542977187	56391.4887326	r.MP9601
187609	1616713p	287	216.443687393	-13.9538987813	56391.4969394	r.MP9601
187609	1616714p	287	216.442798483	-13.9536636199	56391.501777	r.MP9601
187609	1616715p	287	216.44153112	-13.9533283385	56391.5086742	r.MP9601
187609	1626149p	287	209.986647095	-12.1475269491	56423.4100157	r.MP9601
187609	1626285p	287	209.802929305	-12.0949033859	56424.4114245	r.MP9601
187614	1645240p	287	16.8080174229	4.58202648342	56506.5241012	r.MP9601
187614	1645251p	287	16.8111492359	4.58241796004	56506.5668078	r.MP9601
187614	1650813p	287	16.5665194611	3.88013402398	56534.4396163	r.MP9601
187614	1651030p	287	16.4691852982	3.81917585478	56535.4437979	r.MP9601
187614	1651041p	287	16.4648697346	3.81651369523	56535.4867744	r.MP9601
187614	1651043p	287	16.4640199574	3.81598948965	56535.4952369	r.MP9601
187614	1651044p	287	16.4635360178	3.81569095981	56535.5000563	r.MP9601
187614	1651045p	287	16.463064246	3.81539993601	56535.5047544	r.MP9601
187614	1651677p	287	16.0238169172	3.55459232506	56539.4237017	r.MP9601
187614	1651688p	287	16.0185155217	3.55154595638	56539.4665412	r.MP9601
187667	1671904p	387	24.98425215	12.4489721944	56625.2644976	r.MP9601
187717	1672595p	287	11.2352389119	1.25802416942	56631.2328405	r.MP9601
187719	1715384p	287	215.158589703	-11.5735088737	56799.4134056	r.MP9601
187732	1686687p	387	217.485429148	-12.5825411734	56689.6529079	r.MP9601
187732	1686796p	387	217.622836563	-12.5717549118	56690.6507882	r.MP9601
187732	1686797p	387	217.623611753	-12.5716901151	56690.6564777	r.MP9601
187732	1686863p	387	217.749542462	-12.5598403939	56691.5953038	r.MP9601
187749	1671650p	287	10.8046034381	1.61027459932	56623.2712651	r.MP9601
187749	1671660p	287	10.8039914846	1.61113998804	56623.3157708	r.MP9601
187749	1672595p	287	10.9070760728	1.8553028562	56631.2328405	r.MP9601
187773	1778499p	387	219.073480861	-14.026952512	57048.6479896	r.MP9601
187854	1671653p	287	9.7174120604	1.05844598529	56623.2884794	r.MP9601
187854	1671663p	287	9.71793309402	1.05966816293	56623.3347935	r.MP9601
187854	1672615p	387	10.0383568994	1.36900738548	56631.3356268	r.MP9601
187854	1672615p	387	10.0383568994	1.36900738548	56631.3356268	r.MP9601
187854	1672616p	387	10.0388424583	1.36936155779	56631.3424818	r.MP9601
187854	1672745p	387	10.1013653952	1.41453440112	56632.2046896	r.MP9601
187856	1774991p	387	12.7069997797	3.20191602483	57040.2304544	r.MP9601
