    Object      Image   Exp_time               RA              DEC             time       filter
108794 1774673p 387 17.0319852771 5.0629812363 57039.2385488 r.MP9601
110658 1751560p 287 24.1947543692 12.1788864659 56952.4449162 r.MP9601
110658 1751570p 287 24.1858409084 12.1761068231 56952.4843127 r.MP9601
110658 1751580p 287 24.1770424168 12.1733630332 56952.5232011 r.MP9601
110658 1751806p 387 23.9686004924 12.1081210214 56953.4461346 r.MP9601
110658 1778100p 387 26.6199671637 13.1122826808 57046.2878527 r.MP9601
110658 1778110p 387 26.6361837577 13.1179979846 57046.3436118 r.MP9601
175083 1645162p 287 214.104651978 -13.9035574362 56506.2546339 r.MP9601
175083 1645694p 287 214.907913291 -14.1436143487 56509.2671632 r.MP9601
182438 1728791p 287 15.1051945415 4.06681520343 56861.5519312 r.MP9601
182438 1729710p 287 15.7718664892 4.32961998954 56865.5639455 r.MP9601
182438 1734907p 287 17.8669420823 5.15432125011 56891.5565004 r.MP9601
182438 1734909p 287 17.8669226835 5.15432340554 56891.5642599 r.MP9601
182438 1736285p 287 17.7323521218 5.11205669546 56897.4184425 r.MP9601
182438 1736287p 287 17.7320093615 5.11194028628 56897.4262031 r.MP9601
182438 1736486p 287 17.6798854804 5.09425992598 56898.526843 r.MP9601
182438 1736506p 287 17.6754225723 5.09274790247 56898.6146379 r.MP9601
252358 1722362p 287 13.3266335056 2.97933279257 56833.5849744 r.MP9601
252358 1722509p 287 13.6433866049 3.10781837931 56834.5838312 r.MP9601
252358 1729022p 287 21.2192190387 6.09577085047 56862.584532 r.MP9601
252358 1751769p 387 17.0826191651 5.31334818566 56953.2825582 r.MP9601
252358 1751782p 387 17.0714900403 5.31039829717 56953.3361926 r.MP9601
252358 1751795p 387 17.0603947188 5.30745736857 56953.389664 r.MP9601
252358 1751796p 387 17.0593480145 5.30717992889 56953.3947084 r.MP9601
252358 1752203p 287 16.439110703 5.14576393217 56956.4569436 r.MP9601
252358 1752373p 287 16.2553054712 5.09933355267 56957.398846 r.MP9601
252358 1757088p 387 13.3043564223 4.58689073009 56980.2073796 r.MP9601
252358 1757101p 387 13.3007697228 4.58741379043 56980.2746302 r.MP9601
252358 1768991p 287 14.4829690763 5.81857495611 57008.2745351 r.MP9601
288500 1607617p 287 213.849755917 -11.0744119 56331.579688 r.MP9601
288500 1607631p 287 213.857117539 -11.0753934496 56331.6439349 r.MP9601
291151 1671725p 387 22.866175005 12.3426640024 56624.2458999 r.MP9601
291151 1671727p 387 22.8645935916 12.341904924 56624.2648769 r.MP9601
291151 1672408p 287 22.4733294049 12.1379074054 56630.386232 r.MP9601
291151 1681670p 287 23.4999868324 12.2649276588 56655.2635904 r.MP9601
291151 1681856p 387 23.6366472008 12.3049534251 56656.3691284 r.MP9601
291151 1681948p 287 24.0254887721 12.4208409505 56659.2454555 r.MP9601
291151 1681960p 287 24.0322957699 12.4229203216 56659.2925356 r.MP9601
291151 1682231p 287 24.168751768 12.464578101 56660.2271586 r.MP9601
291151 1682241p 287 24.1751349024 12.4665231004 56660.2695949 r.MP9601
291151 1682245p 387 24.1783341922 12.4674979533 56660.2908644 r.MP9601
319576 1645488p 287 220.15630224 -13.1425258665 56508.287888 r.MP9601
393171 1728411p 287 212.364842146 -10.9757376444 56856.2758631 r.MP9601
