    Object      Image   Exp_time               RA              DEC             time       filter
111294 1611935p 287 217.720799883 -14.9508906169 56358.5577856 r.MP9601
111294 1611936p 287 217.720725365 -14.9508119594 56358.5627534 r.MP9601
111294 1611948p 287 217.71994569 -14.9499889688 56358.6147318 r.MP9601
111294 1615936p 287 215.065239627 -13.7210317965 56386.5347254 r.MP9601
111294 1616318p 287 214.570023281 -13.5134141383 56389.3952189 r.MP9601
111294 1616329p 287 214.562172728 -13.5101278603 56389.4390359 r.MP9601
111294 1616502p 287 214.385611078 -13.4362935406 56390.4157936 r.MP9601
148958 1768984p 287 15.3736956422 2.81399419209 57008.2469563 r.MP9601
153959 1775264p 387 18.8113833046 9.71725115797 57041.2222067 r.MP9601
153959 1775273p 387 18.8279518149 9.72297284253 57041.2683907 r.MP9601
166516 1698321p 287 217.030620118 -12.1650037299 56744.4533869 r.MP9601
166516 1698331p 287 217.025033638 -12.1623217856 56744.492476 r.MP9601
166516 1698332p 287 217.024250585 -12.1619458591 56744.4979551 r.MP9601
171212 1728417p 287 214.265651419 -13.8787660521 56856.3012217 r.MP9601
207340 1715386p 287 213.815310593 -12.4506845618 56799.4211656 r.MP9601
207340 1722437p 287 211.82782173 -12.7865391151 56834.3131665 r.MP9601
207340 1728416p 287 214.302171855 -14.1059551264 56856.2968209 r.MP9601
207340 1728417p 287 214.302914502 -14.1062864145 56856.3012217 r.MP9601
224210 1751783p 287 22.9801455583 5.0196307348 56953.3406888 r.MP9601
224210 1768981p 287 20.701678002 4.06057752069 57008.2346839 r.MP9601
229173 1651058p 287 12.1547227618 4.17966046926 56535.556939 r.MP9601
229173 1651168p 287 12.0639327358 4.11937963283 56536.4427041 r.MP9601
229173 1651178p 287 12.0598442138 4.11668640012 56536.4816424 r.MP9601
229173 1651848p 287 11.6027301483 3.82506354666 56540.4338206 r.MP9601
229173 1651858p 287 11.5978234078 3.82200830452 56540.4726859 r.MP9601
247335 1631359p 287 215.729723653 -12.9479471842 56455.3876164 r.MP9601
247335 1631370p 287 215.725513325 -12.946296075 56455.4333395 r.MP9601
247335 1635779p 287 214.960596311 -12.6044533365 56477.3351117 r.MP9601
247335 1636137p 287 215.015187662 -12.6176769515 56479.3431298 r.MP9601
247335 1645481p 287 217.904283378 -13.5162565953 56508.2596926 r.MP9601
247335 1646181p 287 218.581212335 -13.727463406 56512.2656697 r.MP9601
266638 1667916p 387 24.9656056386 13.9225989431 56597.525605 r.MP9601
266638 1671668p 387 20.9782017259 12.2254163489 56623.3562943 r.MP9601
266638 1672212p 387 20.5356597303 11.9824657114 56629.2993826 r.MP9601
266638 1672397p 287 20.478814496 11.9472813199 56630.3429935 r.MP9601
266638 1681683p 387 20.931466837 11.7927797786 56655.2917667 r.MP9601
266638 1681951p 287 21.3026523359 11.88541355 56659.2574624 r.MP9601
266638 1681967p 387 21.3100653517 11.8873705862 56659.3286274 r.MP9601
266638 1681968p 387 21.3107750472 11.8875579458 56659.3354405 r.MP9601
266638 1681969p 387 21.3113775209 11.8877169989 56659.3412242 r.MP9601
266638 1681970p 387 21.3119785419 11.8878756684 56659.346994 r.MP9601
266638 1682225p 287 21.4021671767 11.9118351743 56660.2038361 r.MP9601
266638 1682235p 287 21.4067802034 11.9130841674 56660.2462547 r.MP9601
266638 1682246p 287 21.4121643955 11.9145419564 56660.2957646 r.MP9601
266638 1682247p 387 21.4128752614 11.9147344258 56660.3023013 r.MP9601
266638 1682248p 387 21.4135148974 11.9149076095 56660.308183 r.MP9601
266980 1729480p 287 25.9414817929 13.1716745207 56864.5138912 r.MP9601
266980 1729491p 287 25.9473942269 13.1742942577 56864.5571529 r.MP9601
266980 1729502p 287 25.9533113687 13.1769160807 56864.600449 r.MP9601
266980 1735257p 287 28.039365879 14.2282593992 56893.4781096 r.MP9601
266980 1735273p 287 28.0393950193 14.2289393389 56893.5480463 r.MP9601
266980 1736565p 287 27.9452649234 14.250810977 56899.453387 r.MP9601
266980 1736594p 287 27.9418005183 14.2505444843 56899.5599841 r.MP9601
266980 1741575p 287 26.3552500073 13.8131204885 56918.4668749 r.MP9601
266980 1741586p 287 26.349553554 13.811245406 56918.5095983 r.MP9601
266980 1742020p 287 25.6266346941 13.5663177482 56923.4962046 r.MP9601
266980 1775264p 387 19.1222190896 9.63965944745 57041.2222067 r.MP9601
266980 1775273p 387 19.1315136198 9.64276403862 57041.2683907 r.MP9601
290337 1729252p 287 23.3589296272 12.3417570246 56863.5009798 r.MP9601
290337 1729262p 287 23.3661417527 12.3453849422 56863.5403187 r.MP9601
290337 1729272p 287 23.3737966662 12.3492355957 56863.5820727 r.MP9601
290337 1735255p 287 26.4171786989 14.204143197 56893.4703414 r.MP9601
290337 1735271p 287 26.4179363646 14.2061636389 56893.5402798 r.MP9601
290337 1736563p 287 26.3636692293 14.3313432485 56899.4456264 r.MP9601
290337 1736592p 287 26.360560133 14.3327941601 56899.552224 r.MP9601
290337 1741570p 287 24.6417785041 14.116496391 56918.4474274 r.MP9601
290337 1741581p 287 24.6354188259 14.1149406154 56918.4901816 r.MP9601
290337 1742010p 287 23.8313018324 13.9021105917 56923.4542479 r.MP9601
290337 1775270p 387 19.8151826481 11.0993313025 57041.2529777 r.MP9601
290337 1775279p 387 19.8260548458 11.1029489767 57041.2989976 r.MP9601
290337 1778894p 287 22.0533686708 11.8484827534 57050.2477537 r.MP9601
300638 1728416p 287 214.412695936 -13.5348508367 56856.2968209 r.MP9601
307507 1645164p 287 213.464160143 -11.2045261244 56506.262518 r.MP9601
307507 1645693p 287 214.124856598 -11.5094782716 56509.2632026 r.MP9601
311648 1716498p 287 229.569139873 -12.9048051711 56806.3703507 r.MP9601
311648 1716508p 287 229.561096363 -12.9035320199 56806.4091926 r.MP9601
311648 1716518p 287 229.553053307 -12.9022589406 56806.4480323 r.MP9601
311648 1716737p 287 229.340969636 -12.8691643841 56807.4779488 r.MP9601
311648 1716956p 287 229.154651741 -12.8408395864 56808.3942889 r.MP9601
319942 1728799p 287 16.0223910518 4.01208149931 56861.5832809 r.MP9601
319942 1729710p 287 16.3484393389 4.13649848697 56865.5639455 r.MP9601
319942 1736286p 287 16.1090279611 4.0293854392 56897.4223208 r.MP9601
327894 1774678p 387 13.0798705751 3.81966709025 57039.2640711 r.MP9601
331174 1722735p 287 17.5329154288 4.37964279503 56835.5939185 r.MP9601
331174 1722898p 287 17.834861665 4.47473746354 56836.5989819 r.MP9601
354314 1686686p 387 216.416428748 -14.8858793846 56689.647863 r.MP9601
354314 1686795p 387 216.544561389 -14.9218481409 56690.645729 r.MP9601
354314 1686862p 387 216.662136932 -14.9546118854 56691.5902666 r.MP9601
354314 1691685p 287 218.231222322 -15.3183333333 56712.6128697 r.MP9601
354314 1691920p 287 218.251341901 -15.3173401302 56713.5959219 r.MP9601
354314 1692339p 287 218.281586358 -15.3042785115 56716.5438943 r.MP9601
355009 1691901p 287 212.062715032 -11.3741229279 56713.5160758 r.MP9601
355009 1691912p 387 212.062733207 -11.3732504931 56713.5596976 r.MP9601
355009 1691922p 387 212.062751807 -11.3723577048 56713.604337 r.MP9601
355009 1692175p 287 212.051803924 -11.326796215 56715.6268233 r.MP9601
356513 1698187p 287 214.007138585 -12.0187301253 56743.4339068 r.MP9601
356513 1698193p 287 214.004324368 -12.0174382652 56743.4532043 r.MP9601
356513 1698193p 287 214.004324368 -12.0174382652 56743.4532043 r.MP9601
356513 1698315p 287 213.860266129 -11.951451658 56744.4299757 r.MP9601
356513 1698325p 287 213.854426565 -11.9487840018 56744.4690146 r.MP9601
363878 1626166p 287 215.532404162 -11.740860556 56423.4821748 r.MP9601
363878 1626302p 287 215.328153758 -11.6616409652 56424.4844259 r.MP9601
363878 1631613p 287 210.93164854 -9.97836956151 56456.2695654 r.MP9601
363878 1631623p 287 210.929458895 -9.97758353484 56456.3099896 r.MP9601
363878 1645167p 287 215.049185372 -11.5444205974 56506.2744815 r.MP9601
363878 1645822p 287 215.893998106 -11.8422193642 56510.2553587 r.MP9601
363878 1645822p 287 215.893998106 -11.8422193642 56510.2553587 r.MP9601
363878 1645954p 287 216.116163323 -11.9197105644 56511.2551703 r.MP9601
363878 1774676p 387 10.217547389 3.18354544014 57039.2538797 r.MP9601
363878 1774677p 387 10.2193864987 3.18427938703 57039.2589707 r.MP9601
367997 1751522p 287 25.5069938805 13.1092651371 56952.2909381 r.MP9601
367997 1751533p 287 25.4975975042 13.1053654552 56952.3355059 r.MP9601
367997 1751544p 287 25.4881252884 13.1014342984 56952.3804334 r.MP9601
367997 1751809p 387 25.2606273757 13.0067304904 56953.4612982 r.MP9601
367997 1752111p 387 24.8389075642 12.828954585 56955.4772437 r.MP9601
367997 1757095p 387 20.5110234575 10.8244544871 56980.2434352 r.MP9601
367997 1757118p 387 20.494514002 10.8158119533 56980.3763973 r.MP9601
367997 1757543p 287 20.2725153855 10.6982358165 56982.223308 r.MP9601
367997 1757584p 287 20.2541206763 10.6883085131 56982.3850197 r.MP9601
374092 1671649p 287 11.3490465113 4.18880126545 56623.2673822 r.MP9601
374092 1671659p 287 11.3519376838 4.1891101514 56623.3118618 r.MP9601
374092 1672594p 287 12.0617484289 4.33881385928 56631.2257008 r.MP9601
382373 1667593p 287 24.1039665925 12.89578079 56595.502021 r.MP9601
382373 1667912p 387 23.70581505 12.7068533596 56597.5054241 r.MP9601
382373 1671667p 387 20.3460181984 10.8264304313 56623.3512607 r.MP9601
382373 1671667p 387 20.3460181984 10.8264304313 56623.3512607 r.MP9601
382373 1672399p 287 20.1355771624 10.5787121989 56630.3509256 r.MP9601
