    Object      Image   Exp_time               RA              DEC             time       filter
118949 1635433p 287 236.398019539 -10.2348392094 56475.3366805 r.MP9601
118949 1635594p 287 236.302650649 -10.3287877011 56476.3738894 r.MP9601
141344 1715383p 287 212.715641888 -10.4761233791 56799.4095077 r.MP9601
141344 1716264p 287 211.692625283 -10.8517641043 56805.3738526 r.MP9601
310685 1616723p 287 237.761369845 -12.0195485161 56391.543291 r.MP9601
310685 1616919p 287 237.653159175 -12.0747329769 56392.512384 r.MP9601
310685 1616929p 287 237.648497831 -12.0770411302 56392.5529174 r.MP9601
310685 1617934p 287 236.34220694 -12.602152726 56401.5497677 r.MP9601
