eccentricity	inclination	object_name	semimajor_axis
0.0560671	20.8685282249	162824	1.9361923
0.067752	20.9077524919	162840	1.9044051
0.070421	21.0917703437	162898	1.9313219
0.076863	20.8784805046	162907	1.9442003
0.0730588	20.3219175479	164219	1.9729495
0.0766723	20.7225940615	164438	1.9827439
0.0735039	21.0829152967	164847	1.9534483
0.0539802	20.8062846944	164854	1.9281076
0.0760619	20.8316069143	164900	1.9209746
0.0698266	20.9267366474	166804	1.9152061
0.0606477	20.9751003795	166874	1.9557179
0.072917	20.883545812	166900	1.953061
0.0722733	21.1865561384	166907	1.9785298
0.0804283	20.3875821628	166908	1.9363129
0.0615702	21.3465214716	166913	1.9234164
0.0658963	21.0618912787	167689	1.9735651
0.0723167	20.8341939312	167690	1.9533684
0.071758	21.5991586807	167695	1.9297134
0.0719675	21.0204905062	167697	1.978591
0.0632599	20.8952714891	168103	1.9378578
0.0792215	20.9325090434	168548	1.9227032
0.0633063	21.5948020131	168583	1.923365
0.0771694	21.301609344	168586	1.9751458
0.0749786	21.2710730031	170118	1.9512695
0.0768977	20.6895178364	170155	1.9342521
0.0735763	21.417971311	170160	1.9671957
0.0816363	20.387875562	170161	1.9501764
0.0795205	20.7185142701	170883	1.9559753
0.0796683	20.8592878504	170886	1.9614491
0.0652066	21.428797666	171280	1.9624607
0.0693423	20.9792730441	171589	1.9280526
0.0806202	20.8662839942	171601	1.9301608
0.0616524	20.83244064	172820	1.9318887
0.0855746	21.5246635226	173361	1.9448316
0.0833015	21.0961550769	173362	1.9081359
0.0682433	20.7563576365	173370	1.9285304
0.0786524	20.1871005546	173374	1.9196899
0.0729125	21.3701762928	173389	1.9025583
0.0754765	20.8853180967	175122	1.9582284
0.0813209	20.8927447491	175902	1.9294323
0.0703623	20.9089423813	175928	1.9352387
0.0759181	20.9825805771	175940	1.9348637
0.082456	21.1430380601	176206	1.9411859
0.0689887	21.4072626874	176257	1.9207247
0.0858289	21.014659471	177024	1.9264838
0.0776965	20.6702450736	177647	1.916442
0.0647191	21.0429083571	177654	1.9703441
0.088243	20.6154042585	178421	1.9593992
0.0688576	21.1628816505	178536	1.9213224
0.0845183	20.6003826578	178634	1.9526909
0.0808392	20.4773700977	178996	1.938902
0.0732451	21.4022532904	179149	1.9682258
0.0844075	20.8394232741	180792	1.9488624
0.0822401	20.803220081	182078	1.9497429
0.0803185	20.9159837756	182310	1.9251923
0.0807489	20.5593164774	182314	1.9112282
0.0750705	20.948839811	182475	1.9267494
0.0743266	21.2139896153	182688	1.9441569
0.0881113	20.5113485109	182709	1.9559896
0.0609758	20.6562528779	183568	1.9629273
0.0678074	21.6583286919	184275	1.9179986
0.0752343	20.9088013114	184296	1.9515713
0.0676626	21.017415374	185012	1.9232284
0.0759681	21.3394103914	185040	1.9593964
0.0728646	20.8113598311	185544	1.9278225
0.0642422	21.024750375	186324	1.9651005
0.0673952	20.8856676502	187022	1.9675716
0.0710377	21.2017102921	187025	1.9493254
0.0848602	20.9012573344	187033	1.9577253
0.0855473	20.7783009565	187860	1.9417265
0.0722931	20.8658915638	188334	1.9287398
0.0848695	21.6591732727	188350	1.8870838
0.0820967	21.0356522651	189021	1.9637607
0.0780449	20.8646774889	189041	1.9256858
0.0825392	20.8777139778	189117	1.9249865
0.0798178	20.8713611543	189121	1.9229489
0.0768949	22.1386075862	189522	1.9238065
0.0819043	20.6326741966	189527	1.9285122
0.0765461	21.0545360302	189784	1.926194
0.0758503	20.4200856408	190550	1.9082895
0.0802188	20.7784357759	190622	1.9559894
0.0805131	20.7753962402	191030	1.9236075
0.0768459	21.6094438944	191095	1.8977571
0.0769788	21.2949923936	191099	1.8956515
0.0684493	20.8430955707	191131	1.9252666
0.0736271	21.640458027	191158	1.917432
0.0707006	20.5925786208	191569	1.9567987
0.0652222	20.9513368209	192159	1.9620465
0.0736131	21.5644815117	193217	1.9068051
0.0755497	20.7467932823	193240	1.9370863
0.074957	20.7972074906	193294	1.9263791
0.0847205	20.6669443914	193456	1.929905
0.0859109	20.9285278453	193632	1.9103857
0.0681393	20.8701899584	195576	1.9251864
0.0726529	21.1180684014	195608	1.9542406
0.0765891	20.6857819015	196021	1.9673849
0.0780637	20.9237554544	197216	1.9269439
0.0760094	20.5235532187	197454	1.9560193
0.0823821	20.7165479234	197482	1.9516329
0.0831138	21.1405562624	197485	1.9443355
0.0832905	20.8311410108	197510	1.9308344
0.0790167	20.9483551382	198862	1.9619686
0.0799183	20.7380014723	198866	1.9488781
0.0789025	20.7499486558	199806	1.954041
0.0749759	21.2866847299	199875	1.9150743
0.085671	20.9708419273	200432	1.931994
0.0720323	20.6321415603	200474	1.9315632
0.0698322	21.1390819469	200477	1.9312091
0.0773366	21.4358946265	200519	1.904969
0.0713085	21.0514110806	200526	1.9349428
0.0657694	20.8613235046	201116	1.9297005
0.0927387	20.8392884001	201856	1.9240714
0.0746629	20.5797013027	201885	1.935349
0.0731452	20.7420450288	201949	1.9390325
0.0742412	21.1787461493	201950	1.9311167
0.0726192	21.1127064622	202702	1.8956207
0.0789118	20.7224899213	203187	1.944787
0.0869363	21.5698599956	204202	1.8827269
0.0828499	20.5077515194	204248	1.9486352
0.0617895	20.6810233111	204278	1.9296978
0.0752719	21.1645712431	204626	1.9345391
0.0665561	20.7964168619	205352	1.9398887
0.0661203	21.4911741055	205365	1.9197234
0.0851623	20.550927116	205374	1.933282
0.0686912	20.9808562326	205383	1.9342878
0.072151	20.6081075177	205402	1.9594007
0.0707198	21.06916093	206124	1.9472641
0.0649896	20.5209531367	206133	1.9206803
0.0789092	20.811445644	206238	1.9703569
0.0699487	21.3766243553	207389	1.9593966
0.0842095	21.1013260351	207390	1.9160047
0.0816176	21.4505020331	207391	1.9181224
0.0767053	20.7273907135	207973	1.9600127
0.0722194	20.8344514093	208297	1.9321288
0.0670395	20.6530137305	208757	1.9194449
0.0711772	21.2422211834	208874	1.9653938
0.0810208	21.1292105536	208923	1.939243
0.0749317	21.4334078812	209493	1.9219211
0.0694817	20.9138247066	209926	1.9321781
0.0658927	20.6320803378	209929	1.9308959
0.0743711	21.0358548416	210566	1.9630366
0.0686911	21.2242170185	210571	1.9282071
0.0697543	21.0487220801	210794	1.942309
0.0739892	20.8369158643	211266	1.9272634
0.0796453	21.9055526924	211275	1.9123918
0.0570556	20.8995461923	211857	1.9400286
0.079253	21.4593115051	211907	1.9433024
0.0645721	20.7985129562	211910	1.9679658
0.0642711	21.060945759	212352	1.9592537
0.0704239	20.6286764082	213099	1.9579896
0.0789287	20.8099623126	213102	1.918795
0.0800493	20.7059937945	213156	1.9229249
0.0691048	21.1972241074	213266	1.9646051
0.0784927	20.9273684716	213677	1.9502957
0.0641383	20.7683736759	213688	1.9223693
0.0779881	20.6625476756	213700	1.9302969
0.0836087	20.5667699946	213755	1.95673
0.0758633	20.6134820966	214105	1.9375739
0.0638946	21.0676013634	215152	1.9394295
0.0751046	20.5521325612	215803	1.9568254
0.0758627	20.6030697873	216562	1.9800756
0.0840889	20.884435018	216854	1.9509671
0.0771893	20.3725461979	217233	1.9010719
0.0885083	20.6550711016	217620	1.9305427
0.0688449	21.2488972367	217748	1.9443512
0.0691391	20.9645219697	217862	1.9400115
0.0732444	20.7261593746	217922	1.9420877
0.0717129	20.40108522	218019	1.9681886
0.0813583	21.1320300071	218260	1.9215949
0.079284	20.685714533	218547	1.9353122
0.0675297	20.9135118896	219535	1.927926
0.0667979	20.8447018454	219544	1.9298871
0.077899	20.8525679347	219551	1.9246291
0.0846916	21.6746416898	220773	1.8915013
0.0783636	20.5388058833	220878	1.9123335
0.074698	21.0081964953	220883	1.9775251
0.0745693	20.8070692454	221812	1.9177779
0.0803677	21.4571383294	222448	1.9007923
0.0826958	21.7860090962	222506	1.9182283
0.0717819	20.6207729731	222528	1.928733
0.0730241	21.1787215709	222593	1.9578755
0.0826146	20.6960651311	222595	1.9734843
0.084967	20.4159283342	222689	1.9539064
0.0798195	20.6522789619	223981	1.9583275
0.0810185	20.8979393312	223993	1.9554347
0.0643242	21.089154304	224785	1.9617953
0.0761323	20.8020555443	225172	1.9396057
0.0873758	20.6308987493	225489	1.9539279
0.0767333	21.1428414805	225824	1.921922
0.0707325	21.0700144006	225884	1.9392073
0.0814963	20.953441213	226041	1.9281246
0.0775226	20.5273830669	226389	1.9806639
0.0698249	20.9457968282	226582	1.9662958
0.0794578	20.6521013933	227028	1.9434996
0.0734851	21.4418592947	228018	1.9780645
0.0646644	21.1317843009	228312	1.9353709
0.0811174	20.7798023613	228548	1.9332456
0.0840551	20.5871986585	228557	1.9515522
0.0837069	20.71774243	229304	1.9276625
0.0764834	20.6338557989	230023	1.9638785
0.0712276	20.7569397276	231403	1.9767742
0.0768089	21.415472562	231404	1.9615143
0.0742156	21.3459432221	231718	1.9744239
0.0767867	20.5562201314	232134	1.9332712
0.068953	20.5043564774	232137	1.9229547
0.0833869	20.8307302812	232571	1.9495914
0.0794627	21.0057599095	234185	1.9632826
0.0748975	21.2086426374	234670	1.9345729
0.06536	21.2132705277	234673	1.9613136
0.0694903	20.7079722548	235164	1.9420277
0.0915696	20.6684691874	235273	1.925511
0.0667789	20.2287881904	235296	1.9281783
0.0707021	21.8520216371	235963	1.9216321
0.0741658	20.6243420181	236980	1.9812293
0.0798463	20.9471526657	237384	1.9672131
0.0863006	20.5182307453	237540	1.9559855
0.073454	21.1474550255	237848	1.9352261
0.0738731	20.6437803961	237888	1.960189
0.076069	20.4662882182	238152	1.9489926
0.0790218	20.9758674047	238205	1.9298186
0.0829568	21.1574566525	238815	1.931467
0.0823729	20.9353677194	239557	1.9710454
0.0852211	20.8366277294	239928	1.9377797
0.0631505	21.641573723	240132	1.922939
0.0870863	21.0623579011	240133	1.932164
0.0792411	21.4919684507	240372	1.8998871
0.078086	20.6059099939	240770	1.9568015
0.0746776	21.4686017348	241102	1.9777065
0.0729625	20.6348292502	241397	1.9554905
0.0603969	21.3983025111	242752	1.9255679
0.0673012	21.2392459496	243060	1.9405995
0.0700933	20.9299264668	244329	1.9493485
0.0729829	21.0690872494	244536	1.98102
0.0709492	20.4012074803	244826	1.9547325
0.0737396	20.5403661093	244985	1.9563214
0.0716635	20.6833321581	245421	1.9473598
0.0855854	20.995854401	245473	1.9581879
0.0729694	20.9646385491	245627	1.9776098
0.0805614	21.080673985	245635	1.9350062
0.0690873	21.1179824123	246552	1.9782565
0.075011	21.3929057467	248018	1.9152237
0.0722508	21.0040843962	250180	1.9095035
0.0827652	21.3621350707	250479	1.8958105
0.0707146	21.4446416588	250494	1.9185716
0.0841123	20.4666368082	250931	1.9656264
0.0811619	20.4316227551	251340	1.905568
0.0767041	20.6599452228	251734	1.9630122
0.0712205	20.4530179249	251798	1.969719
0.0654555	20.77480795	252967	1.9240644
0.0909637	20.7093443292	253034	1.9258555
0.0802272	20.6098092431	253055	1.9397352
0.0780156	20.4577571837	253060	1.9130457
0.0828465	20.787199296	253066	1.9310402
0.0816676	20.7530244425	253107	1.9283474
0.0727508	20.1990965115	253127	1.9224629
0.0679192	21.4807618107	253129	1.9203817
0.0915263	21.0647217342	253162	1.9314608
0.0777824	20.4236438954	253192	1.9575211
0.0886582	20.632949699	253199	1.9163854
0.0782875	20.590350718	253976	1.9229389
0.0850678	20.4640132293	255500	1.9527775
0.0835122	21.5291720658	257270	1.8970761
0.0700549	21.0148313298	258019	1.9700471
0.0807772	20.6571346238	258032	1.9363837
0.0712408	21.1685649024	258079	1.9612265
0.0667258	21.3137001921	258859	1.9294535
0.0838176	20.8339303232	258964	1.9314755
0.0816089	20.5606933313	259118	1.9605189
0.0826703	21.0799801063	259128	1.9272237
0.0826024	20.8351073672	259134	1.9581526
0.0772733	20.1869967768	259163	1.9223309
0.0768787	21.220670537	259965	1.8961043
0.0801014	20.7366168854	259970	1.9416678
0.0813398	21.4223719213	260140	1.9483624
0.0652577	20.755493695	261591	1.9260895
0.0793782	20.3959075837	261650	1.9253044
0.0680423	21.400776351	261695	1.9155004
0.0725117	20.563802007	261881	1.9295735
0.0706043	20.9517294749	262918	1.9194334
0.079901	20.4138008148	263092	1.9214218
0.0854547	20.9748303876	263839	1.9109362
0.0671198	21.1224600539	263975	1.9581536
0.0768831	20.6715984353	264405	1.962875
0.0699509	21.0313122842	264490	1.9563963
0.0794077	20.8194693716	264520	1.9568173
0.08035	20.8388286034	264972	1.927171
0.0758269	20.569438173	264996	1.9284633
0.0797887	20.5674309152	264997	1.9284163
0.070511	20.6296681928	265379	1.938742
0.0738245	21.3592496901	265868	1.8957711
0.0678835	20.4228918863	266938	1.9671028
0.0769499	21.0684241249	267126	1.9596518
0.0764504	21.4224950172	267259	1.9233459
0.0790677	20.4249217079	267321	1.9642324
0.0649598	21.1142050832	268037	1.9168724
0.0687523	20.8604528299	268114	1.9228033
0.0847297	21.4692481943	268585	1.8951686
0.0765776	20.7765850835	268729	1.9214747
0.0728466	21.2917024781	269144	1.94814
0.0702631	21.0333871108	269862	1.9299617
0.0748736	20.8135725951	270140	1.9507597
0.0666692	21.3451619737	270149	1.9195014
0.0663778	20.9057959418	270156	1.9433478
0.0607136	20.9008893452	270241	1.9356122
0.07703	21.0677364434	270245	1.9225883
0.077255	20.7608612415	270995	1.955254
0.0818585	20.6966408655	271047	1.9357279
0.0713437	20.6426170847	271066	1.9165448
0.0648436	21.0027587287	271068	1.9203728
0.0727733	20.8393190533	271069	1.9181088
0.0754191	20.6334762159	271913	1.9235402
0.0808583	20.7052771449	274085	1.9452132
0.0699533	21.0894245031	275722	1.9566887
0.0769385	21.1867220514	276423	1.9416612
0.073355	20.9506742197	276447	1.9612582
0.0756975	20.8233986407	276910	1.9298276
0.0694189	20.6944175626	277940	1.9861161
0.0707341	20.7468668049	279232	1.9578573
0.0900097	21.0365485145	279873	1.9301666
0.0817279	20.3540344147	280013	1.9613119
0.0830978	21.428477603	280597	1.8966815
0.0863259	20.8732130114	281368	1.9192787
0.0803578	20.4825137806	282082	1.9573615
0.0659777	20.9077095579	282405	1.9678656
0.0890752	20.7187041678	282797	1.9210249
0.0820081	20.796055258	282821	1.9314049
0.0903598	20.5073600153	283374	1.9310519
0.0775514	20.7039541085	283608	1.9167551
0.0697222	21.0149172593	283831	1.946565
0.0756949	20.7896323355	284021	1.9227838
0.0803189	20.5365420544	284070	1.9259438
0.0788074	20.84480607	284372	1.9229624
0.0790861	20.7138281588	284914	1.9326588
0.0723751	20.1012144688	285282	1.9186131
0.0847543	20.6761056453	285637	1.9608136
0.0731613	21.2146042229	286347	1.9469512
0.0873901	20.8773153854	286433	1.906159
0.0771246	20.8947563251	286496	1.9201535
0.0693305	21.0094178719	286670	1.934857
0.0806927	20.4286512693	286807	1.956165
0.0726885	20.9350425882	287122	1.9412715
0.0773274	21.6392806997	287257	1.9207597
0.0774463	21.6432688577	287419	1.8956145
0.0766892	20.5802215155	287476	1.9540043
0.075533	20.9163272667	287523	1.953879
0.0762216	21.2440284829	287601	1.9720301
0.0818842	20.9862625182	287726	1.9723852
0.0693794	20.81306997	287831	1.9318392
0.0818595	21.080913466	288435	1.91247
0.0896449	20.5911892381	289741	1.9349535
0.078018	21.0241058625	291117	1.9666559
0.0873049	20.9142172623	291277	1.9404496
0.0756134	20.6555609559	293035	1.9311615
0.0757898	20.551569611	294080	1.9526024
0.070343	21.2421412694	296244	1.9668557
0.0923773	20.9552265951	296408	1.9283466
0.0804518	20.4902999689	297806	1.9687017
0.0693801	21.0865014657	298369	1.9243857
0.0839037	20.8699569467	298385	1.9309162
0.077551	21.4973627236	298386	1.9006952
0.0797379	20.8325632471	298428	1.9371605
0.0665942	20.9430115716	298502	1.9549316
0.0671836	21.6369815489	299121	1.9154613
0.0730407	21.3016400926	300239	1.9627084
0.0641898	20.8567739782	301632	1.9668719
0.0801147	20.3710610175	302032	1.9548008
0.0765207	21.3793747126	302950	1.9397111
0.0764328	20.8524085243	302974	1.948354
0.0800974	21.4258617303	303563	1.9008426
0.0773812	21.1968185138	303744	1.9400372
0.0782125	20.881460798	306013	1.9580153
0.0829001	21.0137940421	306052	1.9519987
0.0763206	21.2392951265	306122	1.9542204
0.0705823	20.5957736371	306483	1.9384417
0.0790564	20.6973084753	306767	1.9647209
0.0754969	20.3937436646	307683	1.9521366
0.0614183	21.0254931023	307704	1.9656563
0.0846138	21.4051764434	307804	1.9061034
0.0770372	20.6634478285	307820	1.9306563
0.0793959	21.0591099943	309187	1.9597276
0.06878	20.9957316603	309207	1.9677055
0.0748741	20.6655971948	309208	1.9573125
0.0753279	20.4159833566	310240	1.9507185
0.0741081	20.51624863	311022	1.9625116
0.0755884	20.9821448867	311038	1.9352563
0.0844584	20.6187221875	311331	1.960964
0.0823076	20.7510208851	311352	1.9494847
0.0771136	20.97561582	311961	1.9253333
0.0862133	20.9691483979	313107	1.9054769
0.0776812	20.891610183	313122	1.9458427
0.0638312	20.8572583552	313123	1.9664972
0.0754274	21.1168092803	313128	1.943074
0.0657456	20.9163149991	313145	1.9680341
0.0698329	20.9713757612	313408	1.941114
0.0761336	20.9046490104	313785	1.9202313
0.0607996	20.6656461835	313834	1.9642022
0.0613648	20.9062252766	314273	1.935312
0.0743057	21.1789243427	314278	1.9333502
0.0749598	20.8797069556	315168	1.9303297
0.0786828	20.6824196388	315946	1.9401191
0.077511	20.5311640654	315959	1.9203548
0.0770403	21.1529902405	315961	1.9273432
0.0784203	20.8862257108	315963	1.9533618
0.0829326	20.8768861333	315967	1.9343174
0.0878053	21.5534109648	316858	1.8862281
0.0782829	20.9538706844	317399	1.9346187
0.0665762	20.6814091372	318015	1.9164921
0.0774535	21.1416497226	318809	1.9451559
0.0898526	20.7603097725	318858	1.9254417
0.0757667	20.6228972488	319007	1.9180289
0.0681239	21.4554823051	319008	1.9154225
0.0880592	21.024271594	319073	1.9240147
0.0642703	21.630774641	320017	1.9157847
0.0803865	20.8525495412	320098	1.9303849
0.0766556	20.9531344485	322752	1.9337255
0.0793466	21.4218426101	322985	1.9161364
0.0768209	20.7386815174	323069	1.9570288
0.0840138	21.3672169241	323073	1.9484035
0.0669884	20.8149578878	323380	1.9583056
0.0733473	21.0639726713	323414	1.8908765
0.0696015	20.7620254606	323416	1.9141071
0.0854689	20.84332241	323432	1.9322701
0.0639498	21.092304611	323438	1.9380277
0.0663733	20.9525638681	323441	1.9169123
0.0707563	21.310754263	323467	1.9557683
0.0819137	20.4105729105	325393	1.9533668
0.0630356	21.0343447328	325394	1.9679714
0.0680755	21.1432100674	325798	1.9639875
0.0681998	21.290072921	326951	1.932222
0.0723184	20.8971236411	326956	1.9241235
0.0754708	21.2822635962	327380	1.9120367
0.0746096	21.0978316267	327490	1.9360811
0.0799341	20.8276161295	328471	1.9622578
0.0765891	21.2561145995	328472	1.9191801
0.0700376	20.4370094836	328929	1.9550564
0.071324	21.2291097048	329540	1.9530128
0.0677872	20.7652117901	329544	1.9504784
0.0756987	20.9960876086	329577	1.9243334
0.0666298	21.0691854903	329591	1.966857
0.0688075	21.1612780913	330082	1.9332738
0.064692	21.1279451954	331904	1.9606119
0.0748375	21.1503854077	331933	1.9381114
0.0758183	21.4965745069	332153	1.90994
0.0805799	21.0668215862	332684	1.934266
0.0711956	21.1711024681	333621	1.9398469
0.0806436	20.6951892839	334672	1.9410127
0.08754	21.0819020968	334684	1.9355167
0.0782059	22.0685172748	334686	1.9222516
0.0809759	21.1992459464	334911	1.9226717
0.0820336	21.1475410317	335035	1.9338991
0.066045	21.0363091049	335036	1.9759338
0.069418	21.1634407499	335063	1.947772
0.0801143	20.8853732893	335070	1.9285685
0.0837812	21.0740730578	335946	1.9335813
0.0828325	20.7609041337	336769	1.9401763
0.0733641	21.3415818179	336999	1.9500363
0.0778514	20.7549667544	337382	1.9229401
0.0776042	21.4636087014	337390	1.9469445
0.0837032	20.6757504527	337559	1.9720767
0.0751211	21.2806341437	337686	1.9703605
0.0774281	21.6995771408	338456	1.9222165
0.0797451	21.3975825207	338483	1.9447096
0.0722432	21.5930766364	339119	1.9092147
0.0800828	20.965166225	339120	1.9308315
0.0843003	20.9702405995	339149	1.923904
0.0754109	20.4475694867	339150	1.9655771
0.0566775	20.7848337082	339151	1.9330768
0.0757232	21.0471258928	339179	1.9382523
0.0833253	20.5545618375	339192	1.9424541
0.0616199	20.9483735435	339265	1.9279837
0.0707013	20.9884533162	340312	1.9338859
0.0770942	20.6038104395	340544	1.9729724
0.0756266	20.5219748107	341832	1.9555923
0.0811684	20.9878948744	343165	1.922921
0.0784428	20.7155310688	343787	1.9221347
0.0790181	21.0760809367	363477	1.9249884
0.0746698	20.5542558811	363513	1.9506416
0.0708671	21.1223003551	363558	1.9447423
0.0755976	20.6190037863	364413	1.9227001
0.067317	20.9354597377	364460	1.9319938
0.0698799	21.0506927812	365029	1.9552888
0.0821991	20.9825130757	365039	1.9519119
0.0806649	20.850072568	366727	1.944002
0.0699525	21.1845774869	367417	1.9321753
0.0760846	21.4220826464	368103	1.9612077
0.0762052	20.7555059495	368963	1.9187787
0.0718904	20.7028209615	369680	1.9434372
0.0811432	20.7816776062	369934	1.9174771
0.0771365	20.653601548	370383	1.9659318
0.073812	21.5065814817	370678	1.9138115
0.0808134	20.3695452926	370683	1.941996
0.0696981	20.8623106842	371078	1.9379028
0.0839734	20.4109213742	371765	1.966875
0.0806748	20.6101030681	372303	1.9387054
0.0774649	20.6411598966	373137	1.930628
0.0756262	20.4799449757	373146	1.9397669
0.0717518	21.2541227196	373657	1.941142
0.0822231	21.3358611318	374339	1.9456286
0.0691473	21.4294562592	375042	1.9187377
0.0761868	20.6951770343	375668	1.9427666
0.0824359	20.5297568868	377061	1.9503597
0.0704219	20.7010140689	377322	1.9612693
0.0866521	21.1981336242	377611	1.9325694
0.0845482	20.6107335696	377707	1.955157
0.0913411	20.7069738335	377727	1.9203443
0.0602128	20.3464628854	379138	1.9447679
0.067568	20.9158488329	379849	1.9816136
0.078621	20.3381523522	379871	1.9457203
0.0792992	21.035983754	380541	1.9444812
0.0674004	20.9595889069	380784	1.9354921
0.0765968	20.5721614765	380815	1.9568701
0.084034	21.6221458177	381632	1.8950589
0.0754449	20.6089277715	382005	1.9603213
0.0740877	21.1897576773	382164	1.950756
0.0739868	20.7507084061	382633	1.9291361
0.0745887	21.2663449258	382719	1.9670351
0.082365	20.9968301932	383171	1.9267293
0.0821989	20.5168236855	383624	1.9580085
0.0698894	20.6934866024	384602	1.9705904
0.0694199	20.956140768	384604	1.9281996
0.0618219	20.9258533248	384606	1.9552627
0.0737755	20.7918325234	385212	1.9207773
0.0644945	21.0878217381	385413	1.9442532
0.0696904	20.9872566578	385535	1.9678094
0.0711751	21.2291896118	385540	1.9511029
0.0769135	21.3786117448	385745	1.8984639
0.0778618	21.2019130955	386094	1.9559901
0.0719965	21.3931211212	386609	1.9225791
0.0736433	20.3828511767	386975	1.9706923
0.0805777	21.7717256069	387519	1.9241519
0.0799524	20.8113169246	387682	1.9180491
0.0808777	20.938870592	387683	1.9234568
0.0781346	20.7335291796	387699	1.9208793
0.0670362	21.0697933574	387882	1.9694315
0.0751931	21.4401049552	388173	1.9147142
0.0598856	20.9125857095	388590	1.9291586
0.0857257	20.3587645173	390585	1.9566885
0.065274	20.9955230013	391179	1.919167
0.0704112	21.3032513285	391227	1.9194671
0.0824676	20.8992947358	391542	1.9234997
0.0714742	20.833550238	391624	1.9475359
0.0657141	21.3262287385	391635	1.9375435
0.0759034	21.4016317432	391671	1.9613035
0.0814714	20.5941761206	392185	1.9607482
0.0733286	20.5796645819	392465	1.9648457
