eccentricity	inclination	object_name	semimajor_axis
0.0741835	20.713852661	46513	1.9104539
0.0694534	20.4749603936	46540	1.9139788
0.0757678	20.6546669729	46559	1.9385876
0.0766163	21.711553118	47143	1.9236353
0.0759929	20.8042130089	47968	1.930577
0.0862291	20.5530565383	47983	1.9652074
0.0875191	20.2315604357	48336	1.9607911
0.0781327	20.7761499903	48527	1.9541652
0.07092	21.0890806134	48601	1.9449577
0.0771271	21.1596438305	48844	1.9644522
0.0761621	20.8473381351	49665	1.9273731
0.0776609	21.1942682163	49667	1.9418009
0.0776712	20.4928628306	49669	1.9236675
0.0831319	20.7777678082	49674	1.9598905
0.0773077	20.6845753979	49678	1.9546643
0.06075	20.7107347922	51385	1.9318833
0.0724471	21.3486437899	51386	1.9530851
0.0805951	20.7037336036	51417	1.9537717
0.0711785	20.8304912004	51418	1.9600004
0.0768961	20.7706225767	51424	1.951461
0.0826921	21.1818614928	51634	1.9089695
0.0821637	21.1282338927	52284	1.9406408
0.0838118	21.0437493991	52529	1.924332
0.0860212	21.0171146159	52748	1.9326719
0.0905304	20.713932293	53422	1.9213183
0.0753896	20.8120340771	53428	1.9299648
0.0820955	20.756130928	53451	1.9659569
0.0608242	20.7188389341	53457	1.9668539
0.0621132	21.2957118803	53522	1.9667311
0.073481	21.2796995225	53530	1.9588429
0.0769448	20.689168737	54234	1.9180288
0.0756351	20.8668603781	54683	1.9369091
0.0772773	20.3838413711	54881	1.9573084
0.0725704	21.6757391535	55720	1.9171352
0.0812347	20.8737832899	55747	1.9766541
0.0886193	21.0464874227	55820	1.9284592
0.0720974	21.7703065906	55854	1.9305273
0.0812702	20.5597937854	55934	1.939159
0.0827261	20.903281291	55964	1.9426042
0.0809821	21.1890202725	56319	1.9343806
0.074655	20.6482990268	56328	1.9519278
0.0700779	20.779618515	56351	1.9394951
0.0681913	21.0273959743	56360	1.9261986
0.0722844	21.307832993	58098	1.9243256
0.0713513	20.5647627719	58107	1.956012
0.0672262	20.5510556147	58345	1.929628
0.0681137	20.4468295902	58920	1.9154291
0.0750823	20.2563968306	59484	1.920177
0.0765393	21.6181335904	59826	1.9191448
0.0821718	20.460661963	60356	1.9435236
0.073856	21.1207095195	60511	1.94759
0.080627	20.8935236183	61097	1.9707661
0.0827003	20.6841711908	63142	1.975817
0.0866437	20.9713818973	63225	1.9289496
0.0809831	20.8931004526	63311	1.9716339
0.0748797	21.1515588055	63440	1.9380998
0.0588007	20.9193205796	63637	1.9346643
0.0810268	20.5040506215	63754	1.9563574
0.0651453	21.0515952605	63762	1.9450525
0.0690826	20.9025637032	63789	1.9376226
0.0756819	21.0338413666	63815	1.9181129
0.0852571	20.8986998282	65288	1.9203774
0.0897848	20.3722894991	65637	1.9370381
0.0832044	20.492764964	65844	1.9421488
0.0873597	20.5404640063	66064	1.9619276
0.0768671	20.5762189828	66153	1.9561486
0.0783621	20.7095587169	66154	1.9528023
0.0772843	21.4059887827	66195	1.941287
0.0767377	20.5282518318	67302	1.9798367
0.0819681	21.0082578707	67389	1.9554697
0.0901328	20.2237628585	67404	1.9641395
0.0793323	20.9235284936	68553	1.9307986
0.0777633	20.1748491487	68570	1.9299322
0.0797863	21.8421573191	68590	1.9155876
0.0873183	20.5352449567	68593	1.9528752
0.0763197	20.5767269437	69142	1.9640037
0.0692636	20.8745681928	69410	1.912085
0.0760285	21.0653787023	69549	1.923105
0.0741847	20.5849279918	69935	1.9373396
0.0840029	20.8645609873	70024	1.9274615
0.07479	21.5607665929	70025	1.9161686
0.091046	20.6904487722	71730	1.9303166
0.0739039	21.8641523485	71734	1.9292536
0.0771179	20.3802168017	71735	1.9102251
0.0791246	20.9549995866	71737	1.959612
0.0691058	21.3511290944	71743	1.9435237
0.0744082	21.2520325042	71744	1.9599952
0.0613688	20.9784323655	71761	1.9686048
0.0699457	21.0537440427	71764	1.9652413
0.0803538	20.7663760427	71779	1.9589474
0.0752708	21.0029060245	71798	1.9792898
0.0689402	20.8662226769	71935	1.9744741
0.0733451	21.006146569	72938	1.9380293
0.0878001	20.8278735963	72942	1.9048475
0.0944404	20.8226140047	72943	1.924488
0.0760263	21.003439973	73076	1.9610623
0.0721979	21.2185562108	73077	1.946341
0.0772917	21.1616037169	73689	1.938709
0.0769923	20.284712847	73763	1.9271493
0.0750862	21.4775539149	73767	1.9393579
0.0762202	21.2545161752	73804	1.9163673
0.0782164	20.6486419094	74426	1.9306457
0.0845117	21.0442221036	74444	1.9169852
0.0694641	21.8126918761	74511	1.9185164
0.0760006	20.8107284944	74512	1.9578927
0.0791455	21.4376181382	74554	1.961664
0.0681024	20.2432850155	74560	1.9242066
0.0755798	20.3753760257	76807	1.9374992
0.0743789	21.1448011445	76815	1.9361535
0.081378	20.6962243766	76816	1.9632314
0.0737661	21.2463214492	76818	1.9298484
0.0715399	21.2496902686	76821	1.9172998
0.0855097	20.5058307117	76827	1.9558609
0.0744187	20.754617504	76832	1.9740331
0.0768218	21.2750695458	76839	1.9697592
0.0745726	20.7528161203	76841	1.9390339
0.0837376	20.9208172585	76843	1.9261965
0.0778333	20.9956396048	76861	1.9510135
0.0792685	20.902526904	76865	1.9551091
0.076837	21.4500772711	76906	1.9622642
0.070263	22.187185402	76929	1.9305624
0.0871903	21.3575147978	77917	1.8996695
0.0685947	21.0954304202	77918	1.9484507
0.0743658	20.2424972426	77960	1.974938
0.0755826	20.8877649878	77970	1.9302372
0.0773413	20.6180365579	77974	1.9839828
0.0685451	21.3363962833	78023	1.9394468
0.0801227	20.5436946445	79135	1.9152946
0.0794438	20.4158182894	79316	1.9425472
0.0692445	20.9640065675	79472	1.9619588
0.0842344	20.3466828762	80024	1.9638132
0.0762951	21.4292592964	80027	1.9117662
0.062961	21.5782146002	80091	1.965391
0.064559	20.8471051588	80096	1.9675962
0.066229	20.8693866827	80100	1.9587585
0.0930252	20.9272335186	80108	1.9240414
0.0751448	20.7068758293	81972	1.9242587
0.0746247	20.4475817164	82045	1.9597407
0.0818983	20.8842142491	82060	1.9240962
0.0701954	20.7430804417	82064	1.9751171
0.0677431	21.1091380854	82066	1.9613798
0.0754537	20.7020430763	82067	1.966735
0.0726734	21.3014310022	82068	1.9700024
0.0786305	20.3049879953	82078	1.9451744
0.080773	20.4967408461	82079	1.9543647
0.0716819	21.276446841	82086	1.9316961
0.0728593	20.5408678324	82093	1.9626195
0.073953	20.4827767797	82151	1.9489802
0.0617695	21.5707410263	82164	1.9174067
0.0887595	20.8739733832	83993	1.9342917
0.0733362	20.963202789	84057	1.9277035
0.070473	20.8340835836	84068	1.9406932
0.0813082	21.0685100853	84069	1.9311899
0.0847512	20.6816908521	84203	1.9609894
0.0722367	21.5585549368	85047	1.9077082
0.0695813	20.7403540738	85095	1.9258185
0.0837225	20.7029312133	85563	1.9451235
0.0774388	21.1504345551	86035	1.9360098
0.0838373	20.9699767523	86217	1.9569864
0.0745624	20.7893381624	86263	1.9388646
0.0719434	21.2193306407	86294	1.9746644
0.0672496	21.6831318373	86296	1.9176232
0.0698961	21.215802715	86321	1.9300136
0.0771091	21.0924090082	86329	1.9780083
0.0651032	20.6154471095	86374	1.9309551
0.0717143	21.0621491488	86383	1.948551
0.0785086	20.8302398594	86420	1.9491994
0.073911	20.4438944989	88197	1.9596971
0.0665983	20.7607141829	88206	1.9143067
0.0683298	20.5714087383	88243	1.9207689
0.081775	20.736249298	88256	1.9535785
0.0893277	21.0688293673	89993	1.9388193
0.0728945	21.5166199392	90005	1.9113019
0.0676026	21.2015074891	90162	1.9430107
0.0966117	21.1851735375	90206	1.932656
0.0820251	21.063432366	90211	1.9742789
0.0728899	20.8237603103	90251	1.956388
0.0713208	20.8200700956	90809	1.926245
0.0823013	20.5545373609	90866	1.9447559
0.0660391	21.1175340414	91037	1.9129031
0.0689343	20.805702413	91043	1.9246345
0.0730078	20.7787605686	91091	1.9157821
0.0641448	21.5934586823	92036	1.9159922
0.0824433	20.9084026365	92154	1.9355677
0.0716195	21.2089007629	92206	1.8963543
0.0671787	21.4215287172	92207	1.918807
0.0756391	20.6281743962	92220	1.968712
0.0745363	21.0112161984	92222	1.9798119
0.0784715	20.8541743106	92227	1.971188
0.0765976	21.0229764379	92264	1.93146
0.073939	20.5781896356	92266	1.9464036
0.0864281	20.8865875315	92292	1.9588581
0.0795941	20.8643463793	94336	1.9548742
0.0703706	21.1367722154	94339	1.9645211
0.0799394	20.6637968688	94347	1.9353012
0.073589	20.85812288	94354	1.9515257
0.071847	21.1143524894	95741	1.9508391
0.0748462	20.4735292674	96218	1.9355314
0.0805922	21.4585234943	96323	1.9185524
0.0764733	21.408979707	96596	1.9642361
0.0727147	21.1401753962	97208	1.9533846
0.0713975	20.7335108006	97289	1.9184187
0.0899421	20.7097669796	97342	1.9094226
0.0748366	21.6721446827	97415	1.9076978
0.0839775	21.433931079	97429	1.9188744
0.0863612	20.904084748	97517	1.9401399
0.0745091	21.6021166061	97649	1.9188811
0.0794137	20.6495787176	97759	1.9401544
0.0762071	20.7315320066	97779	1.9470413
0.0801474	20.4012808365	97784	1.9226237
0.0618159	21.2979564554	99270	1.9158275
0.0721646	20.9322698005	99281	1.9236614
0.0720893	20.7278072882	99285	1.9537103
0.0677407	20.686026878	99298	1.9195405
0.0688005	20.9110707121	99310	1.9249696
0.0826985	21.0392925446	99312	1.9089893
0.0803998	20.9772603325	99324	1.9586333
0.0666738	21.6708992781	99325	1.9148388
0.0862517	20.6205281017	99388	1.9511921
0.080624	20.911199517	99395	1.9400365
0.076608	20.3738847061	100000	1.9048492
0.0832272	20.4705202764	100404	1.9108657
0.0794794	21.8376821803	101331	1.9118935
0.0834984	20.6868536767	101455	1.9290033
0.0639569	21.0810915418	101608	1.9672468
0.0830891	21.1620890846	101745	1.9369279
0.072873	21.3464784104	101797	1.8988688
0.0817822	20.7542988904	101805	1.939916
0.0798446	20.9091202522	101806	1.9327045
0.0702572	20.4314821279	101809	1.9148265
0.0858489	21.5134050939	101813	1.9477573
0.081248	20.5542069282	101815	1.9619108
0.0616839	20.8784743724	101820	1.9308471
0.0722143	21.2205291712	101821	1.9512575
0.0849424	21.5331387141	101860	1.9452881
0.0723897	20.6299987891	103542	1.9727705
0.0718782	21.1029780775	103803	1.9556269
0.0699039	21.0085892987	104446	1.9667711
0.0804334	20.5225988305	105122	1.9648907
0.0658439	20.8448612477	105217	1.9653763
0.0670801	20.3532827451	105279	1.9067782
0.0792077	21.1227794518	105311	1.9401573
0.0885221	20.3325796567	105377	1.9400678
0.0570574	20.923473287	105536	1.9355542
0.0741289	21.2732803109	105556	1.8932602
0.0775941	20.3448374077	105613	1.9225832
0.080542	20.7321201284	105633	1.9258707
0.0794034	21.0478994276	105844	1.9422569
0.0650277	21.1059997045	105947	1.9388777
0.0780553	21.1012032074	105948	1.964712
0.0831417	20.2122046007	106111	1.9587911
0.0755319	21.0904009087	106120	1.9645836
0.0792525	21.0937354742	106196	1.9325958
0.0746842	20.8987672919	106458	1.935448
0.077346	20.7209339529	106540	1.9197316
0.0817569	21.1656218723	106613	1.9205501
0.0774983	20.8733233877	106671	1.9265501
0.0677622	21.1597359876	106761	1.9315969
0.0718546	21.1614194004	106815	1.9696132
0.0750544	20.88937174	106820	1.9347202
0.0786439	20.2186827367	106821	1.9222375
0.0867102	21.1275090793	106829	1.9251421
0.0840892	21.3242912646	106866	1.9076492
0.0783605	20.3559411053	106867	1.9423562
0.0706321	20.4751683361	107148	1.9549289
0.0689431	21.1894442798	107502	1.9703806
0.076624	20.7575953486	107640	1.9572233
0.0805667	21.1457226256	110577	1.9443867
0.0796727	21.3390720701	111243	1.9195596
0.0718443	20.3630241781	111247	1.9688915
0.0795697	21.0000706058	111564	1.9233255
0.0685508	20.8961607646	111628	1.967415
0.065873	20.5612012405	111664	1.9174938
0.0730688	20.549158739	111692	1.9169309
0.0900359	20.4730705759	111753	1.9527883
0.0678035	20.6095460253	111772	1.9283222
0.0614074	21.2197240035	111824	1.9688303
0.0672524	21.1546858639	111832	1.9613965
0.0869832	21.6039160403	111867	1.885966
0.0799547	21.298608311	111895	1.956855
0.0874244	20.9722900329	111898	1.9202736
0.0678392	21.4490307615	111914	1.9307672
0.0730989	20.3118060262	111934	1.9724489
0.0784712	20.5479777927	111997	1.9622355
0.0754891	20.6847530045	114645	1.9732672
0.0759843	20.5840160624	114716	1.9281756
0.079764	20.5778346714	114792	1.9529276
0.0749405	20.6660809594	114797	1.9670913
0.0797821	20.5534787548	115199	1.9607325
0.077756	21.439803334	115216	1.9238502
0.0743493	21.4945608788	115457	1.9188283
0.0776583	21.228869984	115900	1.9379322
0.0858196	20.9876984998	116757	1.9519569
0.0605367	20.6151104233	116827	1.9354593
0.0819758	20.9306380512	117323	1.9575895
0.0661262	21.3266961964	117773	1.9700859
0.0810494	21.4554638365	117874	1.9494571
0.0837195	20.8479634943	117997	1.9283643
0.0805216	20.6323191055	118380	1.9200225
0.0730482	21.432853909	118381	1.8997486
0.0781888	20.8340284098	118411	1.9651572
0.0787977	20.6613046161	118959	1.9641429
0.0778521	21.2665539663	118966	1.9641389
0.0782581	21.4071149877	118981	1.9265117
0.0854447	20.3421547959	118988	1.9560112
0.0696062	20.7877815059	118994	1.9219093
0.0834062	20.7156719578	119012	1.955603
0.074114	20.8217496838	119955	1.9155983
0.077951	21.0725932622	119961	1.9278269
0.0827286	20.8117153422	120184	1.9291735
0.0848011	20.4767646101	120217	1.9349073
0.0702128	21.0639358323	120219	1.9480269
0.0721496	21.0069505787	120237	1.911002
0.0752806	20.7733678744	120544	1.9256817
0.0749792	21.2587212978	120808	1.9773788
0.062523	21.0088286638	121204	1.967119
0.065899	20.9586501708	121218	1.9450396
0.0745159	20.5570217485	121224	1.9560364
0.0785801	21.0091294051	121226	1.9050199
0.0734993	20.8790446708	121228	1.9534672
0.0746343	20.7745505738	121236	1.9705037
0.0745133	20.8278061644	121238	1.9521244
0.0804393	20.6753156491	121349	1.9405307
0.0660014	20.8816141068	121442	1.9588715
0.0674353	20.938931939	121457	1.9251251
0.0691787	21.1653945425	121458	1.9760945
0.0764962	21.306879749	121461	1.9533343
0.059997	20.8686999161	121486	1.9323847
0.0772689	20.6087563748	121512	1.9531281
0.070183	20.7033599709	121547	1.9808771
0.0809708	20.5942495692	121573	1.9406896
0.0769997	20.7371192562	121653	1.9504559
0.084335	20.4187772999	121818	1.9657212
0.0823283	20.8956026669	123304	1.9264691
0.0776224	20.4709973076	123576	1.9261105
0.0843035	20.9241112315	123600	1.9115247
0.0712542	20.1238333328	123759	1.9207733
0.0845522	21.3222431056	123760	1.8984179
0.0655864	21.3285106851	123954	1.9325168
0.072334	20.0967789433	124088	1.914459
0.086561	21.4377166252	124112	1.8982594
0.088767	20.7193718748	124122	1.9111055
0.0777861	20.4518988696	124141	1.9248151
0.0709275	21.0750370819	127447	1.963215
0.076318	20.897442557	127478	1.9296025
0.0799721	21.4005486575	127500	1.9586278
0.0763235	20.7630426277	127501	1.9516241
0.0784871	20.5143154807	127502	1.9642732
0.0785027	20.5944637947	127514	1.9171408
0.0820951	20.3933402254	127520	1.9084905
0.0819189	20.5398460322	127530	1.9141904
0.0829379	20.5359791616	127538	1.9376082
0.0816745	21.2153110248	127540	1.9409629
0.0840352	20.1784261911	127586	1.9668845
0.0884343	21.0758230425	128424	1.9326823
0.0787758	21.4596254793	129626	1.9434464
0.0761428	21.0570041115	129627	1.9291358
0.0819472	21.0223687619	129643	1.939043
0.0631731	21.5472322791	129895	1.9135895
0.0837869	21.4351005868	129967	1.9487116
0.0649952	21.6290549987	129991	1.9136667
0.0767285	20.9432999107	130010	1.9595401
0.0713472	20.6050469083	130053	1.9285497
0.0799664	21.0328162237	130094	1.9469403
0.0848341	20.9774873748	130129	1.9197593
0.0874043	20.6160959979	130134	1.9488679
0.0851281	20.8876852639	130163	1.9237642
0.0771295	20.5497400371	130191	1.9795382
0.073976	20.8800932898	130197	1.9602337
0.0728892	20.8539106676	130233	1.9480301
0.0834483	21.4238183047	131369	1.893179
0.0743708	21.4254678147	131411	1.976765
0.0630567	20.7281135938	131413	1.9753703
0.062875	20.7443241719	131415	1.9246122
0.076322	21.1992705282	131439	1.9437446
0.0757477	20.7315810167	131456	1.9648324
0.0707671	20.6836873684	131457	1.9703661
0.0861755	21.6545435509	131467	1.88985
0.0877393	21.1201014439	131469	1.9246166
0.0712453	20.2071981206	133036	1.9123778
0.0906757	21.3684228135	133042	1.8871217
0.087756	20.5786731227	133902	1.9325302
0.0770699	21.520931146	133911	1.9045716
0.0759689	21.338899834	133936	1.9595539
0.0813561	21.193008447	133937	1.9336624
0.065591	21.003900275	134440	1.9488532
0.0641165	20.8520651794	134620	1.9573054
0.0829136	20.2205083864	134813	1.9549092
0.0845687	20.941576019	134820	1.9305031
0.0812839	20.5771920659	134836	1.9523478
0.0737595	20.6640173158	134837	1.9539761
0.0769316	20.641870121	135140	1.9239981
0.0864299	20.3734140878	135152	1.9384935
0.0800445	20.7013509456	135233	1.9260873
0.0859798	21.6390526321	135462	1.8940272
0.0828433	21.0550210479	135486	1.9587477
0.0752489	20.621042332	136810	1.924216
0.0750251	20.7207501782	137030	1.9258229
0.0867561	21.2737353033	137037	1.9500442
0.0855353	21.1476393246	137053	1.9273883
0.0711429	21.1977341736	137057	1.9393452
0.0785635	20.8526660335	138133	1.9198626
0.074525	20.943391934	138143	1.9229571
0.0766972	21.440517377	138197	1.9251714
0.0724935	20.8102933027	138324	1.927148
0.075214	21.3806237734	138357	1.8942867
0.0789089	20.8759663114	138480	1.9193418
0.0708832	21.8621706199	138482	1.919496
0.0745102	20.7191881019	138508	1.9585149
0.0602639	20.2860322698	138526	1.9469225
0.0749125	20.5694136941	138666	1.9403232
0.0970316	21.8734193013	139620	1.9067991
0.0772164	21.3903705055	140384	1.8947703
0.0897224	20.3687935475	140747	1.9406532
0.0732985	21.1478481971	140864	1.8924146
0.0763056	20.8621512634	140953	1.9301374
0.0764423	21.2041255138	141054	1.961458
0.0667975	21.1192845383	141055	1.9695541
0.0726277	21.1801594134	141337	1.9509969
0.0797948	20.8376453997	141399	1.9160388
0.0865946	20.6546975887	141417	1.9605229
0.0768061	20.4903733677	141418	1.9394354
0.0775593	20.9969713461	141482	1.9238282
0.0692065	21.3620612437	141488	1.9604182
0.0670531	21.2497455966	141491	1.9318742
0.062244	20.8908926511	141524	1.9660589
0.0669692	20.9001411033	141533	1.915037
0.0749479	20.5802215155	141585	1.9696774
0.0723657	20.788590475	143653	1.9252729
0.0888055	20.5972548742	143655	1.9279645
0.0830056	20.5884227515	143663	1.9539136
0.0750223	20.9288222908	143669	1.9387167
0.0882008	20.6750951858	144883	1.9615409
0.0877321	20.2826726506	144891	1.9622485
0.0713387	20.7236232154	144911	1.9605655
0.073502	21.2263744519	144945	1.9200099
0.0791112	21.7777720075	144969	1.9158472
0.0818448	20.6886359025	145046	1.9376734
0.0748561	21.6946439692	145287	1.9050386
0.0686423	20.4528283576	146135	1.9705591
0.0830231	20.5726082253	146188	1.9631884
0.0829673	20.8646836206	146191	1.9500141
0.0721168	20.5448633202	146831	1.9200051
0.0777948	21.5604647214	146876	1.8950605
0.0754109	20.5000317311	146894	1.9485607
0.0757556	20.4644902403	146965	1.950556
0.0787888	20.4718045946	147434	1.9108075
0.0911606	20.9509196272	147436	1.9219109
0.0505687	21.1908822266	147437	1.9318453
0.077343	22.0852173034	147449	1.9227857
0.0829036	21.5844069299	148083	1.9119579
0.0887672	20.5985892241	148316	1.9200066
0.0706793	20.9892510938	149162	1.9236544
0.0709327	21.1327118438	149175	1.9343171
0.0735266	20.5600752753	149561	1.9640681
0.0813428	20.8288053845	149562	1.921203
0.0683755	20.8761748038	149564	1.947394
0.0654533	20.8207995495	150245	1.9389292
0.0704112	21.3229996295	150252	1.9535496
0.0884324	20.5433397604	150483	1.9284551
0.0820567	20.7299514406	150544	1.9708462
0.0740759	20.6046796393	151483	1.9170258
0.0718276	20.8751384764	151493	1.9320081
0.0779347	21.2284335701	151507	1.8965906
0.0772855	21.4071457585	151515	1.9760102
0.0722508	20.9918776531	152535	1.9522702
0.0779888	20.5512453036	153106	1.929266
0.0721714	21.2252496322	153213	1.9738376
0.067834	20.8912912795	153242	1.9756688
0.0760078	20.6008050053	154258	1.9758401
0.066775	20.932846438	154260	1.978285
0.0880189	21.163815532	154630	1.9320331
0.0632948	20.5144684188	154638	1.9137089
0.0679386	20.9684611741	154641	1.9727571
0.0737309	21.2702060751	154643	1.9602604
0.0804079	20.8846373898	154646	1.9423944
0.0815325	21.7407510534	154660	1.9205644
0.0720211	20.6455008887	155065	1.9682683
0.0801164	20.8686569933	155503	1.9261678
0.0795173	20.7326714947	155828	1.9622766
0.0686301	20.7018225742	156714	1.9877187
0.0705695	21.0277028915	157079	1.9401428
0.0768968	20.3434197118	157081	1.9088372
0.0755558	20.6780224749	157087	1.9569924
0.0792061	21.4339864765	157873	1.9031177
0.0753829	20.7304109057	158103	1.9668496
0.0749505	21.1288849992	158598	1.9685428
0.0851165	20.6725782522	158832	1.9304154
0.0830468	21.5629906041	159165	1.896635
0.0691363	21.179446635	159176	1.9232358
0.0618685	21.0053302889	159715	1.9691067
0.0714582	21.4100874723	159854	1.9559821
0.0861362	20.661433208	159855	1.9336411
0.0643145	21.008515648	159930	1.9626834
0.0730209	20.2522683521	160138	1.9184303
0.0664728	20.6201485519	160143	1.9191827
0.0823001	21.3313154983	160270	1.9457775
0.090942	20.5365236992	160281	1.9241109
0.0637191	21.4283606571	160453	1.935835
0.0881498	20.4184043636	160458	1.9432146
0.0693147	21.2504095338	160609	1.9342913
0.081158	21.1382956513	160633	1.9432133
0.0826496	20.9801075909	160845	1.9096737
0.0850298	21.4482920534	161004	1.891539
0.084606	20.7977897391	161174	1.9396793
0.0792573	20.9484226242	161233	1.9477691
0.0614319	21.4419208508	161234	1.9654355
0.0637772	20.4485784422	161479	1.9114423
0.0660528	20.6917839401	161556	1.9219071
0.0855214	21.0743677906	162193	1.9164353
0.0643116	21.4383752587	162261	1.9109782
0.0849024	21.0484273981	162299	1.9592925
0.0823506	20.9484348944	162300	1.9684982
0.0681181	21.1476086081	162303	1.9750306
