283374	1775265p	18.5735082349	10.7373680069	2631.39355469	23.8445354835	838.863335284	89.2010119885	-0.479645782228	-1.0248248082

283374	1775265p	18.5735082349	10.7373680069	2631.39355469	23.8445354835	838.863335284	89.2010119885	-0.479645782228	-1.0248248082

283374	1775265p	18.5735082349	10.7373680069	2631.39355469	23.8445354835	838.863335284	89.2010119885	-0.479645782228	-1.0248248082

310240	1625259p	238.214451231	-11.9349223278	239482592.0	11.035815125	833.88424	865.751655222	3.92556827354	-2.07961980017

310240	1625259p	238.214451231	-11.9349223278	239482592.0	11.035815125	833.88424	865.751655222	3.92556827354	-2.07961980017

310240	1625259p	238.214451231	-11.9349223278	239482592.0	11.035815125	833.88424	865.751655222	3.92556827354	-2.07961980017

310240	1625626p	237.502060099	-12.186383106	233712576.0	11.0982947943	897.82862524	890.888199939	3.3836449625	-4.32081839634

310240	1625626p	237.502060099	-12.186383106	233712576.0	11.0982947943	897.82862524	890.888199939	3.3836449625	-4.32081839634

310240	1625626p	237.502060099	-12.186383106	233712576.0	11.0982947943	897.82862524	890.888199939	3.3836449625	-4.32081839634

