82151	1778498p	217.162794007	-13.8516946328	34361.8476562	21.1628087299	74.3390764967	891.902495002	-0.608424946699	-0.199321836406
82151	1778498p	217.161990822	-13.8517418885	19366.3535156	21.7853803619	59.2812591125	892.788050501	2.28304012782	-0.0292012928398

129991	1705907p	238.294730324	-12.4473772991	81596.609375	19.6038197183	398.59250517	402.311310484	-1.42916478401	-0.841723353366
129991	1705907p	238.29415769	-12.4476015376	88855.75	19.5112861576	387.7642545	406.61676811	0.632314549034	-0.0344645274303

159176	1667876p	18.7087726657	11.7316254554	104389.601562	19.4013569001	617.511047238	859.863487631	-0.681596387753	-1.7516395421
159176	1667876p	18.7084694978	11.7310350808	80857.4453125	19.6786999608	611.719619795	871.231906897	0.409808003864	0.373709199324

82151	1778498p	217.162794007	-13.8516946328	34361.8476562	21.1628087299	74.3390764967	891.902495002	-0.608424946699	-0.199321836406
82151	1778498p	217.161990822	-13.8517418885	19366.3535156	21.7853803619	59.2812591125	892.788050501	2.28304012782	-0.0292012928398

129991	1705907p	238.294730324	-12.4473772991	81596.609375	19.6038197183	398.59250517	402.311310484	-1.42916478401	-0.841723353366
129991	1705907p	238.29415769	-12.4476015376	88855.75	19.5112861576	387.7642545	406.61676811	0.632314549034	-0.0344645274303

82151	1778498p	217.162794007	-13.8516946328	34361.8476562	21.1628087299	74.3390764967	891.902495002	-0.608424946699	-0.199321836406
82151	1778498p	217.161990822	-13.8517418885	19366.3535156	21.7853803619	59.2812591125	892.788050501	2.28304012782	-0.0292012928398

129991	1705907p	238.294730324	-12.4473772991	81596.609375	19.6038197183	398.59250517	402.311310484	-1.42916478401	-0.841723353366
129991	1705907p	238.29415769	-12.4476015376	88855.75	19.5112861576	387.7642545	406.61676811	0.632314549034	-0.0344645274303

